
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 32 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  11.02.2026 01:48:36.876

TimeStamp, nmot_w    , wped_w    , wdkba     , rl_w      , rlsol_w   , plsol_w   , pvdkds_w  , ps_w      , pus_w     , ldtvm     , zwout     , dwkrz_0   , dwkrz_2   , dwkrz_3   , dwkrz_1   , lamsbg_w  , lamsoni_w , tans      , msdk_w    , mshfm_w   
    2.200, 3180.5    , 0         , 5.09804   , 13.7109   , 14.25     , 970.313   , 997.969   , 232.422   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 4.79981   , 8.25      , 8.50001   , 8.27778   
    2.250, 3166.75   , 0         , 5.09804   , 13.8047   , 14.25     , 970.313   , 995.313   , 233.164   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.55556   , 8.3889    
    2.300, 3161      , 0         , 5.09804   , 14.0391   , 14.25     , 970.313   , 995.313   , 236.016   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.55556   , 8.77778   
    2.350, 3165.75   , 0         , 5.4902    , 13.9219   , 14.25     , 970.313   , 995.313   , 234.375   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.55556   , 8.30556   
    2.400, 3153.5    , 0         , 5.09804   , 13.8281   , 14.25     , 970.313   , 995.313   , 233.32    , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.44445   , 8.25001   
    2.450, 3146.25   , 0         , 5.4902    , 14.0859   , 14.25     , 970.313   , 992.656   , 235.898   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.52778   , 8.27778   
    2.500, 3146.75   , 0         , 5.4902    , 14.0859   , 14.25     , 970.313   , 995.313   , 235.938   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.41667   , 8.41667   
    2.550, 3137.5    , 0         , 5.09804   , 14.1094   , 14.25     , 970.313   , 992.656   , 236.016   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.44445   , 8.30556   
    2.600, 3132.5    , 0         , 5.09804   , 14.1094   , 14.25     , 970.313   , 995.313   , 236.172   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.44445   , 8.30556   
    2.650, 3129.75   , 0         , 5.09804   , 14.1094   , 14.25     , 970.313   , 992.656   , 235.664   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.50001   , 7.97223   
    2.700, 3129      , 0         , 5.09804   , 14.1563   , 14.25     , 970.313   , 992.656   , 236.758   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.3889    , 8.69445   
    2.750, 3119.75   , 0         , 5.09804   , 14.1094   , 14.25     , 970.313   , 992.656   , 235.625   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.41667   , 8.33334   
    2.800, 3113.5    , 0         , 5.09804   , 14.0625   , 14.25     , 970.313   , 992.656   , 235.234   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.41667   , 8.27778   
    2.850, 3112.5    , 0         , 5.09804   , 14.2031   , 14.25     , 970.313   , 992.656   , 236.563   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.41667   , 8.1389    
    2.900, 3106.75   , 0         , 5.09804   , 14.2266   , 14.25     , 970.313   , 990.039   , 236.914   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.41667   , 8.50001   
    2.950, 3097.5    , 0         , 5.09804   , 14.0625   , 14.25     , 970.313   , 990.039   , 234.609   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.27778   , 7.97223   
    3.000, 3094.25   , 0         , 5.09804   , 13.8984   , 14.25     , 970.313   , 990.039   , 232.266   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.30556   , 7.80556   
    3.050, 3083.75   , 0         , 5.09804   , 13.9922   , 14.25     , 970.313   , 992.656   , 233.359   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.25001   , 8.6389    
    3.100, 3084.5    , 0         , 5.09804   , 13.8984   , 14.25     , 970.313   , 990.039   , 232.07    , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.19445   , 7.86112   
    3.150, 3078      , 0         , 5.09804   , 14.0625   , 14.25     , 970.313   , 990.039   , 234.023   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.25001   , 8.36112   
    3.200, 3073      , 0         , 5.09804   , 14.25     , 14.25     , 970.313   , 990.039   , 236.094   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.27778   , 8.33334   
    3.250, 3062.25   , 0         , 5.09804   , 14.3672   , 14.25     , 970.313   , 987.383   , 237.383   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.27778   , 8.27778   
    3.300, 3057.75   , 0         , 4.70588   , 13.875    , 14.25     , 970.313   , 990.039   , 230.859   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 7.61112   , 7.86112   
    3.350, 3052.5    , 0         , 4.70588   , 13.6172   , 14.25     , 970.313   , 990.039   , 227.422   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 7.75001   , 7.77778   
    3.400, 3039      , 0         , 5.09804   , 13.5      , 14.25     , 970.313   , 987.383   , 225.82    , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 7.86112   , 7.77778   
    3.450, 3037.25   , 0         , 5.09804   , 13.7578   , 14.25     , 970.313   , 984.727   , 228.711   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 7.94445   , 8.36112   
    3.500, 3034.25   , 0         , 5.09804   , 13.9922   , 14.25     , 970.313   , 987.383   , 231.563   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.02778   , 8.55556   
    3.550, 3030.75   , 0         , 5.09804   , 14.1797   , 14.25     , 970.313   , 987.383   , 233.711   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.11112   , 8.47223   
    3.600, 3016.75   , 0         , 5.09804   , 14.1797   , 14.25     , 970.313   , 987.383   , 233.633   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.1389    , 7.80556   
    3.650, 3013.5    , 0         , 5.09804   , 14.2031   , 14.25     , 970.313   , 987.383   , 233.398   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.08334   , 7.83334   
    3.700, 3008.25   , 0         , 5.09804   , 14.1797   , 14.25     , 970.313   , 984.727   , 233.086   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.11112   , 7.97223   
    3.750, 3005      , 0         , 5.09804   , 14.0391   , 14.25     , 970.313   , 987.383   , 231.016   , 970.313   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.05556   , 8.11112   
    3.800, 2988      , 0         , 5.09804   , 14.2969   , 14.25     , 970.313   , 984.727   , 234.141   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.08334   , 8.30556   
    3.850, 2975.25   , 0         , 5.09804   , 14.3672   , 14.25     , 970.313   , 984.727   , 235.195   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.11112   , 8.1389    
    3.900, 2959.5    , 0         , 5.09804   , 14.25     , 14.25     , 970.313   , 984.727   , 233.711   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.00001   , 7.55556   
    3.950, 2949.25   , 0         , 5.09804   , 14.1563   , 14.25     , 970.313   , 984.727   , 232.656   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 8.08334   , 8.25001   
    4.000, 2942      , 0         , 5.09804   , 14.0859   , 14.25     , 970.313   , 984.727   , 231.797   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 7.97223   , 7.83334   
    4.050, 2931.5    , 0         , 5.09804   , 14.1797   , 14.25     , 970.313   , 982.109   , 233.125   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 8.25      , 7.91667   , 7.77778   
    4.100, 2922.25   , 0         , 5.09804   , 13.9688   , 14.25     , 970.313   , 984.727   , 230.391   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.91667   , 7.58334   
    4.150, 2907.5    , 0         , 4.70588   , 13.9922   , 14.25     , 970.313   , 984.727   , 230.664   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.83334   , 7.86112   
    4.200, 2900.75   , 0         , 4.70588   , 14.0859   , 14.25     , 970.313   , 982.109   , 231.953   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.83334   , 7.72223   
    4.250, 2888.5    , 0         , 4.70588   , 14.2031   , 14.25     , 970.313   , 982.109   , 233.438   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.77778   , 7.91667   
    4.300, 2874.5    , 0         , 4.70588   , 14.0859   , 14.25     , 970.313   , 982.109   , 232.07    , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.80556   , 7.52778   
    4.350, 2858.75   , 0         , 4.70588   , 14.0391   , 14.25     , 970.313   , 982.109   , 231.758   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.77778   , 8.00001   
    4.400, 2847      , 0         , 4.70588   , 13.9922   , 14.25     , 970.313   , 982.109   , 231.133   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.66667   , 7.69445   
    4.450, 2838      , 0         , 4.70588   , 13.9688   , 14.25     , 970.313   , 982.109   , 230.859   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.61112   , 7.61112   
    4.500, 2822.75   , 0         , 4.70588   , 14.0156   , 14.25     , 970.313   , 979.453   , 231.484   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.63889   , 7.52778   
    4.550, 2813      , 0         , 4.70588   , 14.1328   , 14.25     , 970.313   , 979.453   , 233.008   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.61112   , 7.69445   
    4.600, 2801.75   , 0         , 4.70588   , 14.1328   , 14.25     , 970.313   , 979.453   , 233.203   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.50001   , 7.50001   
    4.650, 2793.5    , 0         , 4.70588   , 14.0625   , 14.25     , 970.313   , 979.453   , 232.969   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.44445   , 7.44445   
    4.700, 2793.75   , 0         , 4.70588   , 14.0625   , 14.25     , 970.313   , 979.453   , 232.969   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.47223   , 7.63889   
    4.750, 2782.75   , 0         , 4.70588   , 14.1094   , 14.25     , 970.313   , 976.836   , 233.398   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.47223   , 7.22223   
    4.800, 2761.5    , 0         , 4.70588   , 14.0391   , 14.25     , 970.313   , 979.453   , 232.578   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.50001   , 7.52778   
    4.850, 2750.5    , 0         , 4.70588   , 13.9922   , 14.25     , 970.313   , 976.836   , 232.227   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.47223   , 7.16667   
    4.900, 2739.25   , 0         , 4.70588   , 14.1094   , 14.25     , 970.313   , 976.836   , 233.633   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.36112   , 7.38889   
    4.950, 2734.5    , 0         , 4.70588   , 14.0391   , 14.25     , 970.313   , 979.453   , 232.969   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.30556   , 7.38889   
    5.000, 2724.75   , 0         , 4.70588   , 14.1563   , 14.25     , 970.313   , 976.836   , 234.453   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.30556   , 7.25001   
    5.050, 2720.25   , 0         , 4.70588   , 14.1328   , 14.25     , 970.313   , 979.453   , 234.297   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.30556   , 7.25001   
    5.100, 2716      , 0         , 4.70588   , 14.0859   , 14.25     , 970.313   , 979.453   , 233.633   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.30556   , 7.22223   
    5.150, 2702.75   , 0         , 4.31373   , 14.1328   , 14.25     , 970.313   , 976.836   , 234.297   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.27778   , 7.19445   
    5.200, 2700      , 0         , 4.31373   , 14.2031   , 14.25     , 970.313   , 976.836   , 235.313   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.19445   , 7.36112   
    5.250, 2692.75   , 0         , 4.31373   , 14.1094   , 14.25     , 970.313   , 976.836   , 234.258   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.22223   , 7.00001   
    5.300, 2686      , 0         , 4.31373   , 14.0625   , 14.25     , 970.313   , 979.453   , 233.633   , 970.313   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 9         , 7.16667   , 6.97223   
