
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 34 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  14.02.2026 12:21:19.202

TimeStamp, nmot_w    , wped_w    , wdkba     , rl_w      , rlsol_w   , plsol_w   , pvdkds_w  , ps_w      , pus_w     , ldtvr_w   , ldtvm     , zwout     , dwkrz_0   , dwkrz_2   , dwkrz_3   , dwkrz_1   , lamsbg_w  , lamsoni_w , tans      , msdk_w    , mshfm_w   
    0.400, 2422.5    , 0         , 3.52941   , 13.9922   , 14.25     , 985.078   , 1008.52   , 229.063   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1.04688   , 4.69996   , 7.5       , 6.50001   , 6.52778   
    0.450, 2407.75   , 0         , 3.52941   , 13.9453   , 14.25     , 985.078   , 1005.86   , 228.281   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 7.5       , 6.44445   , 6.19445   
    0.500, 2402.25   , 0         , 3.52941   , 14.0156   , 14.25     , 985.078   , 1005.86   , 228.906   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 7.5       , 6.50001   , 6.36112   
    0.550, 2404.25   , 0         , 3.52941   , 13.8984   , 14.25     , 985.078   , 1005.86   , 227.578   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 7.5       , 6.44445   , 6.27778   
    0.600, 2391.5    , 0         , 3.52941   , 13.9922   , 14.25     , 985.078   , 1003.24   , 228.516   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 7.5       , 6.41667   , 6.36112   
    0.650, 2388.25   , 0.538643  , 3.52941   , 14.0156   , 14.25     , 985.078   , 1005.86   , 228.984   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 7.5       , 6.44445   , 6.41667   
    0.700, 2389.25   , 4.85541   , 3.52941   , 14.0625   , 14.25     , 985.078   , 1003.24   , 229.297   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1         , 5.00001   , 7.5       , 6.41667   , 6.33334   
    0.750, 2396.5    , 6.83451   , 3.52941   , 13.9688   , 14.25     , 985.078   , 1005.86   , 228.398   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1         , 5.00001   , 7.5       , 6.38889   , 6.27778   
    0.800, 2340.75   , 7.19309   , 3.52941   , 13.8516   , 14.25     , 985.078   , 1003.24   , 226.406   , 985.078   , 0         , 0         , 27        , 0         , 0         , 0         , 0         , 1         , 5.00001   , 7.5       , 6.38889   , 5.83334   
    0.850, 2353.75   , 9.35224   , 3.52941   , 13.9922   , 14.25     , 985.078   , 1003.24   , 228.164   , 985.078   , 0         , 0         , 6         , 0         , 0         , 0         , 0         , 1         , 3.38721   , 7.5       , 6.33334   , 6.27778   
    0.900, 2379.75   , 11.1498   , 3.52941   , 14.1328   , 14.2734   , 985.078   , 1003.24   , 230.234   , 985.078   , 0         , 0         , 3         , 0         , 0         , 0         , 0         , 1         , 1.95264   , 7.5       , 6.25      , 6.47223   
    0.950, 2356.25   , 11.5099   , 3.52941   , 14.0625   , 14.5781   , 985.078   , 1000.59   , 229.844   , 985.078   , 0         , 0         , 9.75      , 0         , 0         , 0         , 0         , 1         , 1.51978   , 7.5       , 6.27778   , 6.05556   
    1.000, 2338      , 11.5099   , 3.52941   , 14.1094   , 14.6953   , 985.078   , 1000.59   , 229.844   , 985.078   , 0         , 0         , 9         , 0         , 0         , 0         , 0         , 1         , 1.35425   , 7.5       , 6.27778   , 6.30556   
    1.050, 2354      , 11.5099   , 3.52941   , 13.9922   , 14.6953   , 985.078   , 1003.24   , 228.203   , 985.078   , 0         , 0         , 9.75      , 0         , 0         , 0         , 0         , 1         , 1.24561   , 7.5       , 6.27778   , 6.25      
    1.100, 2349      , 11.87     , 3.52941   , 13.9453   , 14.9297   , 985.078   , 1000.59   , 227.734   , 985.078   , 0         , 0         , 11.25     , 0         , 0         , 0         , 0         , 1         , 1.2107    , 7.5       , 6.27778   , 6.19445   
    1.150, 2327.5    , 12.5887   , 3.52941   , 14.1563   , 15.7031   , 985.078   , 1000.59   , 229.961   , 985.078   , 0         , 0         , 12        , 0         , 0         , 0         , 0         , 1         , 1.18921   , 7.5       , 6.41667   , 6.80556   
    1.200, 2330.75   , 14.9279   , 3.92157   , 14.3672   , 18.375    , 985.078   , 1000.59   , 232.617   , 985.078   , 0         , 0         , 12        , 0         , 0         , 0         , 0         , 0.953859  , 1.17554   , 7.5       , 6.66667   , 6.69445   
    1.250, 2327.5    , 15.6466   , 4.70588   , 15        , 18.8672   , 985.078   , 1000.59   , 240.781   , 985.078   , 0         , 0         , 13.5      , 0         , 0         , 0         , 0         , 0.953859  , 1.13745   , 7.5       , 8.05556   , 7.80556   
    1.300, 2312      , 17.0855   , 4.70588   , 15.9844   , 20.3438   , 985.078   , 1000.59   , 253.125   , 985.078   , 0         , 0         , 12        , 0         , 0         , 0         , 0         , 0.953859  , 1.07349   , 7.5       , 8.02778   , 7.69445   
    1.350, 2309.25   , 18.5244   , 5.09804   , 16.6172   , 21.7031   , 985.078   , 1000.59   , 261.445   , 985.078   , 0         , 0         , 13.5      , 0         , 0         , 0         , 0         , 0.953859  , 1.01831   , 7.5       , 8.50001   , 8.41667   
    1.400, 2323.5    , 21.0422   , 5.4902    , 17.625    , 24.0469   , 985.078   , 1000.59   , 273.984   , 985.078   , 0         , 0         , 15        , 0         , 0         , 0         , 0         , 0.954103  , 0.917726  , 7.5       , 9.02778   , 8.66667   
    1.450, 2306.25   , 23.0213   , 6.27451   , 18.4688   , 26.6016   , 985.078   , 997.969   , 285.117   , 985.078   , 0         , 0         , 18.75     , 0         , 0         , 0         , 0         , 0.954103  , 0.866212  , 7.5       , 10.5      , 8.50001   
    1.500, 2301.5    , 24.1001   , 6.66667   , 20.25     , 28.0313   , 985.078   , 995.313   , 307.656   , 985.078   , 0         , 0         , 21        , 0         , 0         , 0         , 0         , 0.954591  , 0.81006   , 7.5       , 11.1667   , 10.4722   
    1.550, 2313.5    , 26.9779   , 6.66667   , 21.7969   , 32.1797   , 985.078   , 995.313   , 326.953   , 985.078   , 0         , 0         , 24        , 0         , 0         , 0         , 0         , 0.954591  , 0.758302  , 7.5       , 11.3333   , 10.8333   
    1.600, 2318.75   , 32.3735   , 8.62745   , 24        , 40.9688   , 985.078   , 992.656   , 355.234   , 985.078   , 0         , 0         , 37.5      , 0         , 0         , 0         , 0         , 1         , 0.729982  , 7.5       , 14.4445   , 13.3333   
    1.650, 2346.75   , 43.7048   , 11.3726   , 29.0625   , 57.1641   , 985.078   , 984.727   , 420.156   , 985.078   , 0         , 0         , 15        , 0         , 0         , 0         , 0         , 1         , 0.729982  , 7.5       , 19.3056   , 18.4445   
    1.700, 2374.5    , 64.9286   , 15.6863   , 37.7813   , 83.9531   , 1180.2    , 974.18    , 532.422   , 985.078   , 52.5      , 94.9219   , 14.25     , 0         , 0         , 0         , 0         , 1         , 0.729982  , 7.5       , 27.4722   , 26.1667   
    1.750, 2318.25   , 87.4112   , 21.5686   , 48.4453   , 91.4297   , 1281.17   , 963.594   , 668.633   , 985.078   , 84.825    , 94.9219   , 27.75     , 0         , 0         , 0         , 0         , 1         , 0.765382  , 7.5       , 39.5556   , 34.5278   
    1.800, 2296.5    , 99.9999   , 21.9608   , 60.2813   , 92.4609   , 1292.42   , 971.523   , 818.477   , 985.078   , 89.77     , 94.9219   , 23.25     , 0         , 0         , 0         , 0         , 1         , 0.729982  , 7.5       , 37.1389   , 33.5834   
    1.850, 2331.75   , 99.9999   , 21.5686   , 63.6563   , 93.1172   , 1296.8    , 976.836   , 858.945   , 985.078   , 82.135    , 94.9219   , 22.5      , 0         , 0         , 0         , 0         , 1         , 0.742433  , 7.5       , 31.1945   , 30.6111   
    1.900, 2308.25   , 99.9999   , 23.1373   , 66.2109   , 92.7188   , 1292.89   , 979.453   , 892.07    , 985.078   , 90.965    , 94.9219   , 21        , 0         , 0         , 0         , 0         , 1         , 0.794435  , 7.5       , 30.9445   , 32.0556   
    1.950, 2322.5    , 99.9999   , 25.098    , 68.7891   , 91.6875   , 1278.63   , 984.727   , 924.297   , 985.078   , 83.185    , 94.9219   , 17.25     , 0         , 0         , 0         , 0         , 1         , 0.864259  , 7.5       , 32.0834   , 33.3611   
    2.000, 2334.25   , 99.9999   , 26.2745   , 70.2891   , 92.5781   , 1289.73   , 990.039   , 943.516   , 985.078   , 75.3      , 94.9219   , 15        , 0         , 0         , 0         , 0         , 1         , 0.912111  , 7.5       , 32.5278   , 33.5278   
    2.050, 2332.75   , 99.9999   , 27.8431   , 72.7266   , 91.6172   , 1276.52   , 992.656   , 973.828   , 985.078   , 73.645    , 94.9219   , 18        , 0         , 0         , 0         , 0         , 1         , 0.939943  , 7.5       , 31.0834   , 35.2778   
    2.100, 2348.75   , 99.9999   , 29.8039   , 74.6016   , 91.6641   , 1275.98   , 997.969   , 994.375   , 985.078   , 73.11     , 94.9219   , 13.5      , 0         , 0         , 0         , 0         , 1         , 0.934328  , 7.5       , 34.6111   , 36.0278   
    2.150, 2347.5    , 99.9999   , 29.8039   , 75.4922   , 92.6953   , 1285.2    , 1003.24   , 1004.73   , 985.078   , 73.11     , 94.9219   , 16.5      , 0         , 0         , 0         , 0         , 1         , 0.911134  , 7.5       , 34.75     , 35.4167   
    2.200, 2359.5    , 99.9999   , 30.1961   , 76.3125   , 92.8828   , 1286.09   , 1008.52   , 1013.75   , 985.078   , 73.815    , 94.9219   , 15        , 0         , 0         , 0         , 0         , 1         , 0.900148  , 7.5       , 35.0278   , 35.8334   
    2.250, 2369.75   , 99.9999   , 30.1961   , 76.7813   , 93        , 1286.76   , 1013.79   , 1019.06   , 985.078   , 64.105    , 94.9219   , 15.75     , 0         , 0         , 0         , 0         , 1         , 0.900148  , 7.5       , 35.9167   , 35.3889   
    2.300, 2376.75   , 99.9999   , 30.5882   , 77.5313   , 93.1406   , 1287.5    , 1021.72   , 1027.58   , 985.078   , 62.59     , 94.9219   , 17.25     , 0         , 0         , 0         , 0         , 1         , 0.900148  , 7.5       , 35.9445   , 36.6667   
    2.350, 2386.75   , 99.9999   , 30.5882   , 77.7891   , 93.8203   , 1295.08   , 1026.99   , 1030      , 985.078   , 65.935    , 94.9219   , 16.5      , 0         , 0         , 0         , 0         , 1         , 0.904542  , 7.5       , 36.1667   , 35.5556   
    2.400, 2392.5    , 99.9999   , 30.5882   , 78.1406   , 92.7891   , 1280.16   , 1029.65   , 1033.79   , 985.078   , 63.22     , 94.9219   , 18        , 0         , 0         , 0         , 0         , 0.938478  , 0.905519  , 7.5       , 36.3334   , 36        
    2.450, 2401.25   , 99.9999   , 30.5882   , 78.7266   , 92.5781   , 1277.58   , 1037.58   , 1040.51   , 985.078   , 57.8      , 94.9219   , 20.25     , 0         , 0         , 0         , 0         , 0.938478  , 0.913331  , 7.5       , 36.4445   , 37.2223   
    2.500, 2410.75   , 99.9999   , 30.5882   , 79.0781   , 92.2969   , 1273.32   , 1042.85   , 1044.3    , 985.078   , 50.47     , 94.9219   , 19.5      , 0         , 0         , 0         , 0         , 0.936281  , 0.903322  , 7.5       , 37.25     , 37.3334   
    2.550, 2423      , 99.9999   , 30.5882   , 79.6641   , 91.9453   , 1268.09   , 1050.78   , 1050.9    , 985.078   , 46.27     , 94.9219   , 20.25     , 0         , 0         , 0         , 0         , 0.936281  , 0.893312  , 7.5       , 37.3889   , 37.7223   
    2.600, 2423.5    , 99.9999   , 30.5882   , 80.2031   , 92.3203   , 1272.54   , 1056.05   , 1057.54   , 985.078   , 50.51     , 94.9219   , 20.25     , 0         , 0         , 0         , 0         , 0.934572  , 0.892335  , 7.5       , 37.5278   , 38.1667   
    2.650, 2439.25   , 99.9999   , 30.5882   , 80.8359   , 92.9531   , 1280      , 1058.71   , 1064.61   , 985.078   , 52.34     , 94.9219   , 19.5      , 0         , 0         , 0         , 0         , 0.934572  , 0.885744  , 7.5       , 37.8056   , 38.6667   
    2.700, 2451.25   , 99.9999   , 30.5882   , 81.5391   , 93.2578   , 1283.55   , 1063.98   , 1073.13   , 985.078   , 43.395    , 94.9219   , 19.5      , 0         , 0         , 0         , 0         , 0.932619  , 0.880128  , 7.5       , 38.8889   , 39.6111   
    2.750, 2454.25   , 99.9999   , 30.9804   , 82.1953   , 93.3047   , 1283.4    , 1071.91   , 1080.59   , 985.078   , 42.57     , 94.9219   , 19.5      , 0         , 0         , 0         , 0         , 0.932619  , 0.884523  , 7.5       , 39.1945   , 40.3056   
    2.800, 2472      , 99.9999   , 30.9804   , 82.8984   , 93.7031   , 1287.62   , 1079.84   , 1089.02   , 985.078   , 43.955    , 94.9219   , 19.5      , 0         , 0         , 0         , 0         , 0.930665  , 0.887941  , 8.25      , 39.4167   , 40.3889   
    2.850, 2476.75   , 99.9999   , 30.9804   , 83.4141   , 94.0781   , 1291.91   , 1082.5    , 1094.41   , 985.078   , 44.31     , 94.9219   , 19.5      , 0         , 0         , 0         , 0         , 0.930665  , 0.891115  , 8.25      , 39.6111   , 40.6945   
    2.900, 2482.75   , 99.9999   , 30.9804   , 83.7422   , 94.0781   , 1290.86   , 1087.77   , 1097.62   , 985.078   , 44.66     , 94.9219   , 19.5      , 0         , 0         , 0         , 0         , 0.928712  , 0.891115  , 8.25      , 39.7223   , 39.9445   
    2.950, 2502      , 99.9999   , 30.9804   , 84.1406   , 94.3594   , 1293.63   , 1093.05   , 1101.56   , 985.078   , 36.63     , 85.5469   , 19.5      , 0         , 0         , 0         , 0         , 0.928712  , 0.89673   , 8.25      , 40.6945   , 42.1667   
    3.000, 2503.25   , 99.9999   , 30.9804   , 84.4453   , 94.6406   , 1296.33   , 1098.32   , 1104.8    , 985.078   , 38.375    , 90.2344   , 19.5      , 0         , 0         , 0         , 0         , 0.926759  , 0.89673   , 8.25      , 41        , 41.0278   
    3.050, 2513.75   , 99.9999   , 30.9804   , 84.9141   , 94.8516   , 1297.73   , 1103.63   , 1110      , 985.078   , 36.085    , 82.8125   , 19.5      , 0         , 0         , 0         , 0         , 0.926759  , 0.905519  , 8.25      , 41        , 42.3611   
    3.100, 2527      , 99.9999   , 31.3726   , 85.6406   , 95.4141   , 1303.28   , 1108.91   , 1117.77   , 985.078   , 35.63     , 80.0781   , 19.5      , 0         , 0         , 0         , 0         , 0.924806  , 0.915529  , 8.25      , 42.1667   , 42.9167   
    3.150, 2531      , 99.9999   , 32.1569   , 86.8828   , 95.4375   , 1302.11   , 1114.18   , 1131.45   , 985.078   , 31.35     , 69.1406   , 19.5      , 0         , 0         , 0         , 0         , 0.924806  , 0.923341  , 8.25      , 42.3611   , 43.5      
    3.200, 2547.5    , 99.9999   , 32.1569   , 87.2813   , 95.8594   , 1305      , 1119.45   , 1135.2    , 985.078   , 33.485    , 73.0469   , 19.5      , 0         , 0         , 0         , 0         , 0.923097  , 0.918703  , 8.25      , 42.5834   , 43.1111   
    3.250, 2554.25   , 99.9999   , 32.549    , 87.75     , 96.9609   , 1314.84   , 1124.77   , 1137.93   , 985.078   , 33.765    , 73.0469   , 18.75     , 0         , 0         , 0         , 0         , 0.923097  , 0.923341  , 8.25      , 42.8334   , 43.7778   
    3.300, 2562.5    , 99.9999   , 32.9412   , 88.5469   , 97.3125   , 1315.66   , 1130.04   , 1144.8    , 985.078   , 34.54     , 74.6094   , 18        , 0         , 0         , 0         , 0         , 0.921144  , 0.923341  , 8.25      , 43.1111   , 44.1667   
    3.350, 2583.75   , 99.9999   , 33.7255   , 89.4141   , 97.8516   , 1319.57   , 1137.97   , 1152.19   , 985.078   , 32.11     , 67.9688   , 13.5      , 0         , 0         , 0         , 0         , 0.921144  , 0.923341  , 8.25      , 44.1389   , 44.4723   
    3.400, 2583.75   , 99.9999   , 34.902    , 90.4688   , 98.1328   , 1320.31   , 1140.59   , 1163.79   , 985.078   , 34.525    , 72.2656   , 18        , 0         , 0         , 0         , 0         , 0.919435  , 0.929933  , 8.25      , 44.5278   , 45.6667   
    3.450, 2598.5    , 99.9999   , 34.902    , 91.1016   , 98.4375   , 1320      , 1143.24   , 1167.27   , 985.078   , 34.595    , 71.0938   , 16.5      , 0         , 0         , 0         , 0         , 0.919435  , 0.919923  , 8.25      , 44.9445   , 45.5556   
    3.500, 2608.75   , 99.9999   , 35.2941   , 91.6172   , 99.0234   , 1323.28   , 1151.17   , 1172.07   , 985.078   , 32.095    , 65.2344   , 17.25     , 0         , 0         , 0         , 0         , 0.917726  , 0.924318  , 8.25      , 46.1111   , 46.5556   
    3.550, 2616.25   , 99.9999   , 36.0784   , 92.5313   , 99.4922   , 1325.27   , 1153.79   , 1180.08   , 985.078   , 34.4      , 68.75     , 18        , 0         , 0         , 0         , 0         , 0.917726  , 0.918703  , 8.25      , 46.25     , 47.8056   
    3.600, 2637      , 99.9999   , 36.8628   , 93.0703   , 100.031   , 1328.32   , 1161.72   , 1181.8    , 985.078   , 32.11     , 63.6719   , 15        , 0         , 0         , 0         , 0         , 0.916261  , 0.924318  , 8.25      , 46.6111   , 46.9723   
    3.650, 2637.25   , 99.9999   , 37.2549   , 94.0547   , 100.547   , 1330.08   , 1167.03   , 1191.8    , 985.078   , 36.88     , 71.0938   , 17.25     , 0         , 0         , 0         , 0         , 0.916261  , 0.926515  , 8.25      , 47.0556   , 49.0834   
    3.700, 2652.75   , 99.9999   , 37.6471   , 94.6641   , 100.945   , 1332.5    , 1172.3    , 1197.62   , 985.078   , 32.465    , 62.8906   , 15.75     , 0         , 0         , 0         , 0         , 0.914552  , 0.922121  , 8.25      , 47.9445   , 48.8056   
    3.750, 2661.25   , 99.9999   , 38.0392   , 95.4141   , 101.438   , 1333.87   , 1180.23   , 1200.74   , 985.078   , 34.73     , 64.8438   , 17.25     , 0         , 0         , 0         , 0         , 0.914552  , 0.926515  , 8.25      , 48.3334   , 49.3334   
    3.800, 2667.25   , 99.9999   , 38.8235   , 96.0703   , 101.93    , 1336.05   , 1182.85   , 1207.34   , 985.078   , 32.3      , 61.3281   , 17.25     , 0         , 0         , 0         , 0         , 0.913087  , 0.927736  , 8.25      , 48.5556   , 49.6112   
    3.850, 2693      , 99.9999   , 39.6079   , 96.4922   , 102.445   , 1339.41   , 1193.44   , 1207.81   , 985.078   , 31.95     , 59.375    , 13.5      , 0         , 0         , 0         , 0         , 0.913087  , 0.923341  , 8.25      , 49.8889   , 49.9445   
    3.900, 2699.25   , 99.9999   , 40.3922   , 96.9844   , 102.844   , 1340.2    , 1193.44   , 1212.27   , 985.078   , 36.78     , 63.6719   , 15        , 0         , 0         , 0         , 0         , 0.911378  , 0.919923  , 8.25      , 50.0278   , 50.75     
    3.950, 2715      , 99.9999   , 40.3922   , 97.4063   , 103.266   , 1344.06   , 1201.37   , 1215.9    , 985.078   , 32.23     , 57.8125   , 15        , 0         , 0         , 0         , 0         , 0.911378  , 0.924318  , 8.25      , 50.3889   , 51.5834   
    4.000, 2720      , 99.9999   , 41.5686   , 97.9688   , 103.781   , 1346.48   , 1206.64   , 1221.88   , 985.078   , 34.635    , 59.375    , 17.25     , 0         , 0         , 0         , 0         , 0.909669  , 0.925539  , 8.25      , 50.6945   , 51.9167   
    4.050, 2738      , 99.9999   , 42.7451   , 98.8828   , 104.555   , 1352.15   , 1211.91   , 1229.38   , 985.078   , 37.345    , 60.1563   , 16.5      , 0         , 0         , 0         , 0         , 0.909669  , 0.923341  , 8.25      , 51.4723   , 52.8612   
    4.100, 2741      , 99.9999   , 43.9216   , 99.1875   , 105.164   , 1355.47   , 1217.19   , 1232.27   , 985.078   , 33.215    , 56.6406   , 16.5      , 0         , 0         , 0         , 0         , 0.90796   , 0.916505  , 8.25      , 51.75     , 53.8889   
    4.150, 2753      , 99.9999   , 45.0981   , 100.266   , 105.609   , 1358.28   , 1222.5    , 1243.36   , 985.078   , 33.05     , 55.8594   , 16.5      , 0         , 0         , 0         , 0         , 0.90796   , 0.921144  , 8.25      , 52.5556   , 53.8334   
    4.200, 2775.5    , 99.9999   , 46.2745   , 101.133   , 106.617   , 1367.3    , 1227.77   , 1246.45   , 985.078   , 37.695    , 58.5938   , 16.5      , 0         , 0         , 0         , 0         , 0.906496  , 0.929933  , 8.25      , 53.5      , 53.8056   
    4.250, 2781.75   , 99.9999   , 47.8432   , 101.602   , 107.133   , 1365.39   , 1225.12   , 1251.41   , 985.078   , 36.46     , 58.2031   , 16.5      , 0         , 0         , 0         , 0         , 0.906496  , 0.93213   , 8.25      , 57.1389   , 55.2778   
    4.300, 2795.25   , 99.9999   , 49.0196   , 102.094   , 107.93    , 1370.7    , 1235.7    , 1255.2    , 985.078   , 36.37     , 58.2031   , 16.5      , 0         , 0         , 0         , 0         , 0.904787  , 0.927736  , 8.25      , 53.9445   , 55.3056   
    4.350, 2811      , 99.9999   , 50.9804   , 102.328   , 107.836   , 1366.17   , 1243.63   , 1253.91   , 985.078   , 33.995    , 57.0313   , 17.25     , 0         , 0         , 0         , 0         , 0.904787  , 0.926515  , 8.25      , 54.7778   , 54.8612   
    4.400, 2812.25   , 99.9999   , 52.1569   , 101.93    , 108.469   , 1371.88   , 1248.91   , 1249.02   , 985.078   , 35.65     , 58.2031   , 17.25     , 0         , 0         , 0         , 0         , 0.903322  , 0.916505  , 8.25      , 55.9167   , 56.0278   
    4.450, 2832.25   , 99.9999   , 52.9412   , 102.938   , 108.984   , 1375.7    , 1254.18   , 1258.24   , 985.078   , 33.625    , 57.0313   , 15.75     , 0         , 0         , 0         , 0         , 0.903322  , 0.924318  , 8.25      , 55.0556   , 57.9723   
    4.500, 2844      , 99.9999   , 54.1177   , 103.078   , 109.617   , 1378.63   , 1251.56   , 1258.24   , 985.078   , 38.085    , 59.7656   , 17.25     , 0         , 0         , 0         , 0         , 0.901857  , 0.929933  , 8.25      , 55.9167   , 55.7223   
    4.550, 2856      , 99.9999   , 56.4706   , 103.617   , 109.969   , 1380.16   , 1259.45   , 1264.53   , 985.078   , 33.895    , 57.8125   , 16.5      , 0         , 0         , 0         , 0         , 0.901857  , 0.929933  , 8.25      , 57        , 57.6945   
    4.600, 2865.5    , 99.9999   , 57.2549   , 104.063   , 111.281   , 1387.77   , 1262.11   , 1267.5    , 985.078   , 36.035    , 58.9844   , 16.5      , 0         , 0         , 0         , 0         , 0.900392  , 0.922121  , 8.25      , 57.75     , 57.3334   
    4.650, 2879      , 99.9999   , 59.2157   , 104.555   , 111.75    , 1390.16   , 1275.31   , 1271.09   , 985.078   , 36.65     , 59.375    , 16.5      , 0         , 0         , 0         , 0         , 0.900392  , 0.924318  , 8.25      , 56.75     , 58.7223   
    4.700, 2897.5    , 99.9999   , 62.353    , 104.602   , 112.43    , 1393.75   , 1277.97   , 1271.52   , 985.078   , 36.49     , 59.7656   , 17.25     , 0         , 0         , 0         , 0         , 0.898927  , 0.927736  , 8.25      , 57.7223   , 57.9445   
    4.750, 2905      , 99.9999   , 65.0981   , 105.703   , 112.383   , 1391.56   , 1280.59   , 1280.7    , 985.078   , 36.82     , 59.7656   , 17.25     , 0         , 0         , 0         , 0         , 0.898927  , 0.933107  , 8.25      , 58.1112   , 59.25     
    4.800, 2926.5    , 99.9999   , 66.2745   , 106.383   , 113.766   , 1403.55   , 1280.59   , 1284.96   , 985.078   , 38.93     , 61.3281   , 15        , 0         , 0         , 0         , 0         , 0.897706  , 0.919923  , 8.25      , 58.4167   , 59.4445   
    4.850, 2928.75   , 99.9999   , 68.2353   , 107.133   , 114.492   , 1403.09   , 1277.97   , 1293.75   , 985.078   , 37.95     , 60.9375   , 16.5      , 0         , 0         , 0         , 0         , 0.897706  , 0.911134  , 8.25      , 59.25     , 60.9445   
