
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 42 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  07.02.2026 20:17:52.471

TimeStamp, fr_w      , fra_w     , lamsbg_w  , lamsoni_w , ldtvm     , msdk_w    , mshfm_w   , nmot_w    , plsol_w   , ps_w      , pus_w     , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , ti_b1     , vfil_w    , wdkba     , wped_w    , zwout     
  183.950, 1         , 0.819062  , 1         , 0.971193  , 1.17188   , 54.0556   , 57.5      , 3126.75   , 1725.2    , 1146.33   , 985.117   , 1029.65   , 0         , 91.2422   , 139.969   , 132.867   , 139.969   , 655       , 5.548     , 64.5391   , 96.8628   , 99.9999   , 14.25     
  184.000, 1         , 0.819062  , 1         , 0.968507  , 1.17188   , 55.8334   , 60        , 3123      , 1720.82   , 1164.69   , 985.117   , 1048.13   , 0         , 93.4219   , 140.555   , 132.938   , 140.555   , 655       , 5.624     , 64.6016   , 98.8236   , 99.9999   , 17.25     
  184.050, 1         , 0.819062  , 1         , 0.968507  , 1.17188   , 57.0834   , 58.8889   , 3139      , 1711.56   , 1178.32   , 985.117   , 1058.71   , 0         , 94.9453   , 140.297   , 133.055   , 140.297   , 655       , 5.676     , 64.7109   , 99.2157   , 99.9999   , 14.25     
  184.100, 1         , 0.819062  , 1         , 0.978517  , 1.17188   , 58.1389   , 58.8889   , 3151.25   , 1706.56   , 1181.17   , 985.117   , 1082.5    , 0         , 95.8125   , 140.813   , 133.219   , 140.813   , 655       , 5.664     , 64.7969   , 99.2157   , 99.9999   , 14.25     
  184.150, 1         , 0.819062  , 1         , 0.988527  , 1.17188   , 58.7778   , 61.0556   , 3150.5    , 1697.93   , 1193.09   , 985.117   , 1093.05   , 0         , 97.1719   , 140.555   , 133.289   , 140.555   , 655       , 5.716     , 64.9453   , 99.6079   , 99.9999   , 18        
  184.200, 1         , 0.819062  , 1         , 0.998537  , 1.17188   , 60.8889   , 63.5001   , 3169.75   , 1694.53   , 1212.3    , 985.117   , 1103.63   , 0         , 99.1172   , 140.695   , 133.453   , 140.695   , 655       , 5.808     , 65.0391   , 99.6079   , 99.9999   , 15        
  184.250, 1         , 0.819062  , 1         , 1.00366   , 1.17188   , 61.4723   , 64.1112   , 3175.5    , 1691.52   , 1225.16   , 985.117   , 1124.77   , 0         , 100.5     , 140.813   , 133.57    , 140.813   , 655       , 5.872     , 65.2266   , 99.6079   , 99.9999   , 16.5      
  184.300, 1.00086   , 0.819062  , 1         , 1.00733   , 1.17188   , 62.8612   , 65.5556   , 3191.25   , 1689.57   , 1237.38   , 985.117   , 1137.97   , 0         , 102.047   , 141.375   , 133.828   , 141.375   , 655       , 5.944     , 65.3672   , 100       , 99.9999   , 15        
  184.350, 1.00272   , 0.819062  , 1         , 1.0166    , 1.17188   , 63.8334   , 63.9167   , 3193.5    , 1683.87   , 1240.43   , 985.117   , 1151.17   , 0         , 102.539   , 141.164   , 133.758   , 141.164   , 660       , 5.9       , 65.5938   , 100       , 99.9999   , 17.25     
  184.400, 1.00476   , 0.819062  , 1         , 1.01489   , 1.17188   , 65.4167   , 69.2501   , 3232.75   , 1682.97   , 1259.14   , 985.117   , 1174.92   , 0         , 104.297   , 141.305   , 134.227   , 141.305   , 660       , 6.028     , 65.7422   , 100       , 99.9999   , 13.5      
  184.450, 1.00842   , 0.819062  , 1         , 1.02319   , 1.17188   , 66.7501   , 67.5278   , 3212.25   , 1683.83   , 1277.15   , 985.117   , 1185.51   , 0         , 106.008   , 141.539   , 134.18    , 141.539   , 660       , 6.148     , 65.9609   , 100       , 99.9999   , 16.5      
  184.500, 1.01166   , 0.819062  , 0.982668  , 1.02319   , 1.17188   , 67.3334   , 69.9445   , 3237.75   , 1683.71   , 1296.8    , 985.117   , 1198.71   , 0         , 108.117   , 142.055   , 134.273   , 142.055   , 660       , 6.36      , 66.1094   , 100       , 99.9999   , 13.5      
  184.550, 1.01395   , 0.819062  , 0.982668  , 1.01319   , 1.17188   , 69.2501   , 69.8334   , 3250.25   , 1679.92   , 1303.09   , 985.117   , 1214.57   , 0         , 108.703   , 141.797   , 134.578   , 141.797   , 665       , 6.352     , 66.3438   , 100       , 99.9999   , 15        
  184.600, 1.0173    , 0.819062  , 0.944582  , 1         , 1.17188   , 69.9167   , 71.2223   , 3250.25   , 1681.33   , 1310.27   , 985.117   , 1230.43   , 0         , 109.406   , 142.008   , 134.648   , 142.008   , 665       , 6.596     , 66.5156   , 100       , 99.9999   , 15.75     
  184.650, 1.0188    , 0.819062  , 0.944582  , 0.987306  , 1.17188   , 70.3056   , 72.5001   , 3267.5    , 1682.7    , 1331.56   , 985.117   , 1248.91   , 0         , 111.305   , 142.172   , 134.813   , 142.172   , 665       , 6.72      , 66.7813   , 100       , 99.9999   , 15.75     
  184.700, 1.02435   , 0.819062  , 0.941896  , 0.988527  , 1.17188   , 71.1945   , 74.3056   , 3288.75   , 1684.53   , 1353.44   , 985.117   , 1259.45   , 0         , 113.531   , 142.734   , 135.023   , 142.734   , 665       , 6.928     , 66.9375   , 100       , 99.9999   , 13.5      
  184.750, 1.02844   , 0.819062  , 0.941896  , 0.983644  , 1.17188   , 73.5001   , 74.3889   , 3294.75   , 1683.16   , 1369.1    , 985.117   , 1272.7    , 0         , 114.844   , 142.547   , 135.188   , 142.547   , 665       , 6.968     , 67.2109   , 100       , 99.9999   , 14.25     
  184.800, 1.03757   , 0.819062  , 0.939455  , 0.981203  , 1.17188   , 74.1112   , 76.7223   , 3302.75   , 1686.56   , 1382.11   , 985.117   , 1283.24   , 0         , 115.898   , 142.758   , 135.398   , 142.758   , 665       , 7.104     , 67.3906   , 100       , 99.9999   , 14.25     
  184.850, 1.04468   , 0.819062  , 0.939455  , 0.974855  , 1.17188   , 75.1667   , 77.7501   , 3318      , 1690.23   , 1400.04   , 985.117   , 1307.03   , 0         , 117.398   , 142.969   , 135.539   , 142.969   , 665       , 7.22      , 67.6953   , 100       , 99.9999   , 14.25     
  184.900, 1.05066   , 0.819062  , 0.936769  , 0.973634  , 1.17188   , 77.0556   , 79.6667   , 3338.5    , 1693.98   , 1422.42   , 985.117   , 1317.58   , 0         , 119.578   , 143.555   , 135.727   , 143.555   , 665       , 7.436     , 67.875    , 100       , 99.9999   , 13.5      
  184.950, 1.05505   , 0.819062  , 0.936769  , 0.962404  , 1.17188   , 77.889    , 79.6112   , 3352.25   , 1693.32   , 1438.2    , 985.117   , 1336.09   , 0         , 120.82    , 143.344   , 135.891   , 143.344   , 670       , 7.512     , 68.1797   , 100       , 99.9999   , 12.75     
  185.000, 1.0567    , 0.819062  , 0.934328  , 0.948488  , 1.17188   , 79.2223   , 81.639    , 3371.5    , 1697.81   , 1454.53   , 985.117   , 1349.3    , 0         , 122.109   , 143.555   , 136.148   , 143.555   , 670       , 7.604     , 68.3828   , 100       , 99.9999   , 12.75     
  185.050, 1.05942   , 0.819062  , 0.934328  , 0.947267  , 1.17188   , 81.2501   , 83.2223   , 3373      , 1702.89   , 1472.42   , 985.117   , 1359.84   , 0         , 123.492   , 143.789   , 136.336   , 143.789   , 670       , 7.72      , 68.7109   , 100       , 99.9999   , 12.75     
  185.100, 1.06241   , 0.819062  , 0.931886  , 0.951173  , 1.17188   , 81.5556   , 84.0834   , 3397.5    , 1708.95   , 1486.95   , 985.117   , 1380.98   , 0         , 124.547   , 144.07    , 136.523   , 144.07    , 670       , 7.804     , 68.9219   , 100       , 99.9999   , 11.25     
  185.150, 1.06686   , 0.819062  , 0.931886  , 0.952394  , 1.17188   , 83.1112   , 85.9167   , 3408.5    , 1713.28   , 1510.78   , 985.117   , 1399.49   , 0         , 126.422   , 144.211   , 136.688   , 144.211   , 675       , 7.976     , 69.2578   , 100       , 99.9999   , 12        
  185.200, 1.06967   , 0.819062  , 0.929445  , 0.943605  , 1.17188   , 84.7223   , 87.639    , 3430.75   , 1719.18   , 1535.2    , 985.117   , 1404.77   , 0         , 128.648   , 144.844   , 136.945   , 144.844   , 675       , 8.192     , 69.4766   , 100       , 99.9999   , 9         
  185.250, 1.07306   , 0.819062  , 0.929445  , 0.938722  , 1.17188   , 85.6945   , 88.0556   , 3442.5    , 1720.27   , 1556.84   , 985.117   , 1425.9    , 0         , 130.313   , 144.68    , 137.109   , 144.68    , 675       , 8.32      , 69.8281   , 100       , 99.9999   , 11.25     
  185.300, 1.07123   , 0.819062  , 0.927003  , 0.927736  , 1.17188   , 88.2501   , 90.5001   , 3465      , 1726.17   , 1570.94   , 985.117   , 1441.76   , 0         , 131.32    , 144.938   , 137.461   , 144.938   , 675       , 8.38      , 70.0547   , 100       , 99.9999   , 10.5      
  185.350, 1.07208   , 0.819062  , 0.927003  , 0.93091   , 1.17188   , 89.6945   , 91.4167   , 3469      , 1732.11   , 1594.14   , 985.117   , 1462.89   , 0         , 133.148   , 145.242   , 137.648   , 145.242   , 680       , 8.5       , 70.4219   , 100       , 99.9999   , 10.5      
  185.400, 1.07114   , 0.819062  , 0.924562  , 0.926515  , 1.17188   , 90.6667   , 93.139    , 3483.5    , 1737.11   , 1609.92   , 985.078   , 1476.09   , 0         , 134.367   , 145.5     , 137.742   , 145.5     , 680       , 8.572     , 70.6563   , 100       , 99.9999   , 10.5      
  185.450, 1.07352   , 0.819062  , 0.924562  , 0.93213   , 1.17188   , 92.7223   , 94.6112   , 3506.25   , 1740.74   , 1636.68   , 985.078   , 1484.02   , 0         , 136.523   , 145.641   , 138       , 145.641   , 680       , 8.732     , 71.0313   , 100       , 99.9999   , 9.75      
  185.500, 1.07462   , 0.819062  , 0.922365  , 0.928712  , 1.17188   , 93.7223   , 95.6112   , 3516      , 1744.53   , 1651.09   , 985.078   , 1494.57   , 0         , 138.047   , 146.25    , 138.188   , 146.25    , 680       , 8.86      , 71.2734   , 100       , 99.9999   , 9.75      
  185.550, 1.07666   , 0.819062  , 0.922365  , 0.926515  , 1.17188   , 95.3056   , 95.8334   , 3544      , 1745.27   , 1653.28   , 985.078   , 1510.43   , 0         , 138.188   , 146.25    , 138.938   , 146.25    , 685       , 8.816     , 71.6719   , 100       , 99.9999   , 9         
  185.600, 1.07742   , 0.819062  , 0.919923  , 0.922121  , 1.17188   , 94.8056   , 96.1112   , 3545.5    , 1753.48   , 1665.94   , 985.078   , 1502.5    , 0         , 139.242   , 146.93    , 139.219   , 146.93    , 685       , 8.912     , 71.9219   , 100       , 99.9999   , 9         
  185.650, 1.07806   , 0.819062  , 0.919923  , 0.923341  , 1.17188   , 95.9445   , 97.8334   , 3566.25   , 1758.16   , 1682.5    , 985.078   , 1528.91   , 0         , 140.672   , 147.305   , 139.594   , 147.305   , 685       , 9.024     , 72.3125   , 100       , 99.9999   , 8.25      
  185.700, 1.07962   , 0.819062  , 0.917726  , 0.922121  , 1.17188   , 97.5556   , 100.5     , 3587      , 1763.48   , 1695.59   , 985.078   , 1526.29   , 0         , 141.867   , 147.82    , 140.273   , 147.82    , 685       , 9.088     , 72.5703   , 100       , 99.9999   , 8.25      
  185.750, 1.08185   , 0.819062  , 0.917726  , 0.922121  , 1.17188   , 98.0001   , 97.1667   , 3604      , 1770.39   , 1689.61   , 985.078   , 1526.29   , 0         , 141.305   , 148.406   , 140.602   , 148.406   , 690       , 9.036     , 72.9688   , 99.6079   , 99.9999   , 8.25      
  185.800, 1.08487   , 0.819062  , 0.915529  , 0.926515  , 1.17188   , 99.1945   , 99.0556   , 3614.75   , 1775.27   , 1693.71   , 985.078   , 1531.56   , 0         , 142.102   , 149.297   , 141.07    , 149.297   , 690       , 9.112     , 73.2266   , 100       , 99.9999   , 9         
  185.850, 1.08774   , 0.819062  , 0.915529  , 0.928712  , 1.17188   , 99.639    , 101.083   , 3630      , 1775.66   , 1702.81   , 985.078   , 1536.84   , 0         , 142.945   , 149.367   , 141.609   , 149.367   , 690       , 9.18      , 73.6328   , 100       , 99.9999   , 9         
  185.900, 1.0939    , 0.819062  , 0.913331  , 0.93091   , 1.17188   , 100.25    , 99.7501   , 3657      , 1781.45   , 1717.3    , 985.078   , 1536.84   , 0         , 144.258   , 149.93    , 142.055   , 149.93    , 690       , 9.336     , 73.9063   , 100       , 99.9999   , 8.25      
  185.950, 1.09702   , 0.819062  , 0.913331  , 0.922121  , 1.17188   , 101.861   , 102.945   , 3669.25   , 1786.64   , 1712.23   , 985.078   , 1557.97   , 0         , 143.836   , 150.422   , 142.477   , 150.422   , 700       , 9.308     , 74.3047   , 100       , 99.9999   , 9         
  186.000, 1.1012    , 0.819062  , 0.911134  , 0.923341  , 1.17188   , 102.556   , 103.972   , 3687.25   , 1791.56   , 1719.38   , 985.078   , 1547.42   , 0         , 144.516   , 150.914   , 143.203   , 150.914   , 700       , 9.396     , 74.5859   , 100       , 99.9999   , 9.75      
  186.050, 1.10352   , 0.819062  , 0.911134  , 0.921144  , 1.17188   , 102.889   , 106.056   , 3705      , 1799.57   , 1739.22   , 985.078   , 1547.42   , 0         , 146.344   , 151.688   , 143.531   , 151.688   , 700       , 9.548     , 75        , 100       , 99.9999   , 9.75      
  186.100, 1.10675   , 0.819062  , 0.908937  , 0.921144  , 1.17188   , 103.583   , 106.778   , 3722.5    , 1803.01   , 1744.69   , 985.078   , 1571.17   , 0         , 147.281   , 152.461   , 143.977   , 152.461   , 700       , 9.624     , 75.2969   , 100       , 99.9999   , 9.75      
  186.150, 1.10791   , 0.819062  , 0.908937  , 0.912111  , 1.17188   , 105.083   , 104.556   , 3744.75   , 1803.52   , 1738.98   , 985.078   , 1563.24   , 0         , 146.859   , 152.578   , 144.563   , 152.578   , 705       , 9.628     , 75.7188   , 100       , 99.9999   , 9         
  186.200, 1.10678   , 0.819062  , 0.90674   , 0.905519  , 1.17188   , 104.083   , 107.611   , 3768.75   , 1809.41   , 1759.3    , 985.078   , 1555.31   , 0         , 148.711   , 153.164   , 145.055   , 153.164   , 705       , 9.732     , 76.0156   , 100       , 99.9999   , 7.5       
  186.250, 1.10724   , 0.819062  , 0.90674   , 0.911134  , 1.17188   , 106.611   , 110       , 3783.5    , 1814.84   , 1765.31   , 985.078   , 1563.24   , 0         , 149.32    , 153.727   , 145.57    , 153.727   , 705       , 9.796     , 76.4531   , 100       , 99.9999   , 8.25      
  186.300, 1.10886   , 0.819062  , 0.904542  , 0.907716  , 1.17188   , 106.972   , 108.917   , 3793.5    , 1820.12   , 1769.65   , 985.078   , 1571.17   , 0         , 149.719   , 154.219   , 145.852   , 154.219   , 705       , 9.836     , 76.75     , 100       , 99.9999   , 9.75      
  186.350, 1.10986   , 0.819062  , 0.904542  , 0.905519  , 1.17188   , 109.778   , 111.667   , 3817.75   , 1804.8    , 1771.37   , 985.078   , 1589.69   , 0         , 149.953   , 154.617   , 146.297   , 152.93    , 715       , 9.868     , 77.1953   , 100       , 99.9999   , 9.75      
  186.400, 1.10977   , 0.819062  , 0.902345  , 0.903322  , 1.17188   , 109.556   , 112.445   , 3834.25   , 1795.27   , 1771.72   , 985.078   , 1579.1    , 0         , 150.094   , 155.18    , 147.117   , 152.203   , 715       , 9.896     , 77.4766   , 100       , 99.9999   , 10.5      
  186.450, 1.1135    , 0.819062  , 0.902345  , 0.907716  , 1.17188   , 110.528   , 113.806   , 3856.5    , 1803.79   , 1787.93   , 985.078   , 1576.45   , 0         , 151.57    , 155.93    , 147.516   , 153       , 715       , 10.036    , 77.9297   , 99.6079   , 99.9999   , 11.25     
  186.500, 1.11475   , 0.819062  , 0.900392  , 0.905519  , 1.17188   , 111.333   , 115.445   , 3876.75   , 1794.92   , 1794.73   , 985.078   , 1584.38   , 0         , 152.273   , 156.445   , 148.031   , 152.297   , 715       , 10.104    , 78.2266   , 100       , 99.9999   , 9.75      
  186.550, 1.11636   , 0.819062  , 0.900392  , 0.902345  , 1.17188   , 112.695   , 115.306   , 3890.5    , 1795.12   , 1795.78   , 985.078   , 1602.89   , 0         , 152.438   , 157.008   , 148.57    , 152.391   , 720       , 10.168    , 78.6797   , 100       , 99.9999   , 11.25     
  186.600, 1.11643   , 0.819062  , 0.898195  , 0.902345  , 1.17188   , 113.667   , 113.583   , 3904.5    , 1798.16   , 1794.92   , 985.078   , 1587.03   , 0         , 152.813   , 157.969   , 149.109   , 153.117   , 720       , 10.184    , 78.9844   , 100       , 99.9999   , 10.5      
  186.650, 1.11853   , 0.819062  , 0.898195  , 0.900148  , 1.17188   , 113.278   , 115       , 3933.75   , 1797.42   , 1790.86   , 985.078   , 1584.38   , 0         , 152.602   , 158.297   , 149.672   , 153.188   , 720       , 10.204    , 79.4453   , 100       , 99.9999   , 9         
  186.700, 1.11652   , 0.819062  , 0.895997  , 0.893312  , 1.17188   , 114.167   , 116       , 3945.75   , 1796.95   , 1789.18   , 985.078   , 1610.82   , 0         , 152.484   , 158.719   , 149.977   , 153.211   , 720       , 10.2      , 79.7656   , 100       , 99.9999   , 10.5      
  186.750, 1.11856   , 0.819062  , 0.895997  , 0.900148  , 1.17188   , 114.528   , 118.611   , 3969.75   , 1797.15   , 1808.16   , 985.078   , 1584.38   , 0         , 154.289   , 159.188   , 150.633   , 153.305   , 730       , 10.368    , 80.2188   , 100       , 99.9999   , 9.75      
  186.800, 1.12012   , 0.819062  , 0.894044  , 0.897706  , 1.17188   , 117.056   , 119.472   , 3988.25   , 1796.76   , 1810.78   , 985.078   , 1608.16   , 0         , 154.594   , 159.891   , 151.172   , 153.352   , 730       , 10.42     , 80.5391   , 100       , 99.9999   , 10.5      
  186.850, 1.1217    , 0.819062  , 0.894044  , 0.894533  , 1.17188   , 117.861   , 117.389   , 4006.25   , 1796.33   , 1794.02   , 985.078   , 1637.23   , 0         , 153.164   , 160.477   , 151.641   , 153.375   , 730       , 10.344    , 81        , 100       , 99.9999   , 9.75      
  186.900, 1.12247   , 0.819062  , 0.892091  , 0.895509  , 1.17188   , 120       , 122.25    , 4021.25   , 1770.7    , 1821.21   , 985.078   , 1629.3    , 0         , 155.648   , 160.945   , 151.734   , 151.125   , 730       , 10.576    , 81.3203   , 100       , 99.9999   , 11.25     
  186.950, 1.12387   , 0.819062  , 0.892091  , 0.891115  , 1.17188   , 119.945   , 124.195   , 4052.75   , 1767.34   , 1828.01   , 985.078   , 1626.64   , 0         , 156.539   , 161.367   , 152.273   , 151.078   , 735       , 10.64     , 81.7891   , 100       , 99.9999   , 9         
  187.000, 1.12113   , 0.819062  , 0.889894  , 0.887941  , 1.17188   , 120.695   , 120.361   , 4065      , 1765.04   , 1833.98   , 985.078   , 1647.77   , 0         , 157.242   , 161.883   , 152.414   , 151.031   , 735       , 10.7      , 82.0938   , 100       , 99.9999   , 11.25     
  187.050, 1.12113   , 0.819062  , 0.889894  , 0.884523  , 1.17188   , 121.472   , 127.583   , 4079.25   , 1763.44   , 1858.98   , 985.078   , 1634.57   , 0         , 159.586   , 161.977   , 152.672   , 150.984   , 735       , 10.868    , 82.5781   , 100       , 99.9999   , 11.25     
  187.100, 1.11899   , 0.819062  , 0.887941  , 0.881349  , 1.17188   , 121.889   , 129.806   , 4098.75   , 1757.3    , 1877.85   , 985.078   , 1610.82   , 0         , 161.883   , 162.773   , 152.93    , 150.961   , 735       , 11.008    , 82.8828   , 100       , 99.9999   , 11.25     
  187.150, 1.11539   , 0.819214  , 0.887941  , 0.875245  , 1.17188   , 124.695   , 129.278   , 4124.25   , 1755.23   , 1867.66   , 985.078   , 1634.57   , 0         , 161.086   , 162.586   , 153.188   , 150.891   , 745       , 10.928    , 83.3516   , 99.6079   , 99.9999   , 10.5      
  187.200, 1.1088    , 0.819398  , 0.885744  , 0.867921  , 1.17188   , 127.333   , 129.472   , 4144.75   , 1752.85   , 1878.01   , 985.078   , 1631.95   , 0         , 162.188   , 162.961   , 153.516   , 150.844   , 745       , 10.992    , 83.6797   , 100       , 99.9999   , 10.5      
  187.250, 1.10501   , 0.81952   , 0.885744  , 0.871583  , 1.17188   , 127       , 132.945   , 4162.5    , 1751.17   , 1891.68   , 985.078   , 1629.3    , 0         , 163.547   , 163.242   , 153.727   , 150.797   , 745       , 11.044    , 84.1641   , 100       , 99.9999   , 11.25     
  187.300, 1.10318   , 0.819642  , 0.88379   , 0.873536  , 1.17188   , 129.056   , 131.056   , 4184      , 1749.41   , 1899.65   , 985.078   , 1639.84   , 0         , 164.391   , 163.5     , 154.055   , 150.75    , 745       , 11.128    , 84.4844   , 100       , 99.9999   , 11.25     
  187.350, 1.10288   , 0.819733  , 0.88379   , 0.874513  , 1.17188   , 129.445   , 130.917   , 4197.5    , 1747.54   , 1894.06   , 985.078   , 1637.23   , 0         , 163.992   , 163.875   , 154.266   , 150.68    , 750       , 11.104    , 84.9688   , 100       , 99.9999   , 11.25     
  187.400, 1.10236   , 0.819794  , 0.881837  , 0.880128  , 1.17188   , 131.195   , 132.667   , 4227.5    , 1745.7    , 1899.49   , 985.078   , 1666.29   , 0         , 164.648   , 164.156   , 154.641   , 150.656   , 750       , 11.184    , 85.2813   , 100       , 99.9999   , 11.25     
  187.450, 1.10187   , 0.820099  , 0.881837  , 0.875245  , 1.17188   , 132       , 137       , 4239      , 1744.49   , 1914.69   , 985.078   , 1674.22   , 0         , 166.078   , 164.414   , 154.781   , 150.586   , 750       , 11.268    , 85.7813   , 100       , 99.9999   , 11.25     
  187.500, 1.10114   , 0.820191  , 0.879884  , 0.876222  , 1.17188   , 133.583   , 137       , 4265.5    , 1733.4    , 1933.52   , 985.078   , 1650.43   , 0         , 168       , 164.766   , 155.18    , 149.742   , 750       , 11.44     , 86.1016   , 100       , 99.9999   , 11.25     
  187.550, 1.09891   , 0.820435  , 0.879884  , 0.869874  , 1.17188   , 135.639   , 141.361   , 4277      , 1742.15   , 1947.11   , 985.078   , 1658.36   , 0         , 169.219   , 164.953   , 155.273   , 150.516   , 760       , 11.52     , 86.6016   , 100       , 99.9999   , 11.25     
  187.600, 1.09522   , 0.820618  , 0.878175  , 0.866212  , 1.17188   , 138.556   , 138.861   , 4306.5    , 1739.45   , 1938.79   , 985.078   , 1682.11   , 0         , 168.68    , 165.328   , 155.672   , 150.469   , 760       , 11.504    , 86.9453   , 100       , 99.9999   , 11.25     
  187.650, 1.0939    , 0.820832  , 0.878175  , 0.873536  , 1.17188   , 136.417   , 143.028   , 4320.25   , 1738.05   , 1967.89   , 985.078   , 1676.84   , 0         , 171.398   , 165.586   , 155.859   , 150.398   , 760       , 11.624    , 87.4375   , 100       , 99.9999   , 11.25     
  187.700, 1.09213   , 0.820832  , 0.876222  , 0.868898  , 1.17188   , 139.889   , 146.389   , 4342      , 1735.7    , 1970.98   , 985.078   , 1671.56   , 0         , 171.844   , 165.938   , 156.211   , 150.328   , 760       , 11.688    , 87.7813   , 100       , 99.9999   , 11.25     
  187.750, 1.08988   , 0.821046  , 0.876222  , 0.865236  , 1.17188   , 139.889   , 141.361   , 4367.25   , 1735.31   , 1975.59   , 985.078   , 1679.49   , 0         , 172.313   , 166.172   , 156.539   , 150.328   , 765       , 11.728    , 88.2891   , 100       , 99.9999   , 11.25     
  187.800, 1.08838   , 0.821015  , 0.874513  , 0.867189  , 1.17188   , 141.306   , 145.861   , 4375      , 1740.94   , 1975.51   , 985.078   , 1684.77   , 0         , 172.5     , 166.664   , 156.75    , 151.008   , 765       , 11.708    , 88.6172   , 100       , 99.9999   , 11.25     
