
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 40 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  04.02.2026 18:38:20.657

TimeStamp, fr_w      , fra_w     , lamsbg_w  , ldtvm     , msdk_w    , mshfm_w   , nmot_w    , plsol_w   , ps_w      , pus_w     , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , ti_b1     , vfil_w    , wdkba     , wped_w    , zwout     
    0.400, 1         , 0.99997   , 0.976564  , 0         , 5.5       , 5.5       , 824       , 989.922   , 459.258   , 989.922   , 984.727   , 0         , 35.5078   , 90.7266   , 90.75     , 35.8594   , 305       , 3.248     , 0         , 3.13726   , 0         , 7.5       
    0.450, 1         , 0.99997   , 0.976564  , 0         , 5.44445   , 5.69445   , 824.75    , 989.922   , 460.039   , 989.922   , 984.727   , 0         , 35.6016   , 90.7031   , 90.75     , 35.7188   , 305       , 3.308     , 0         , 3.13726   , 0         , 7.5       
    0.500, 1         , 0.99997   , 0.976564  , 0         , 5.5       , 5.83334   , 820.5     , 989.922   , 462.109   , 989.922   , 984.727   , 0         , 35.7891   , 90.75     , 90.75     , 35.9531   , 305       , 3.388     , 0         , 3.13726   , 0         , 7.5       
    0.550, 1         , 0.99997   , 0.976564  , 0         , 5.5       , 6.30556   , 817       , 989.922   , 461.602   , 989.922   , 984.727   , 0         , 35.7422   , 90.7734   , 90.75     , 35.9297   , 305       , 3.588     , 0         , 3.13726   , 0         , 12        
    0.600, 1         , 0.99997   , 0.976564  , 0         , 5.47223   , 5.88889   , 821       , 989.922   , 463.945   , 989.922   , 984.727   , 0         , 35.9297   , 90.7266   , 90.75     , 36.0234   , 305       , 3.472     , 0         , 3.13726   , 0         , 8.25      
    0.650, 1         , 0.99997   , 0.976564  , 0         , 5.52778   , 5.33334   , 823       , 989.922   , 458.555   , 989.922   , 984.727   , 0         , 35.4609   , 90.6797   , 90.75     , 35.9531   , 305       , 3.152     , 0         , 3.13726   , 0         , 8.25      
    0.700, 1         , 0.99997   , 0.976564  , 0         , 5.47223   , 5.94445   , 821.75    , 989.922   , 461.68    , 989.922   , 984.727   , 0         , 35.7422   , 90.75     , 90.75     , 35.9063   , 305       , 3.412     , 0         , 3.13726   , 0         , 9         
    0.750, 1         , 0.99997   , 0.976564  , 0         , 5.47223   , 5.52778   , 821.75    , 989.922   , 461.016   , 989.922   , 984.727   , 0         , 35.6719   , 90.75     , 90.75     , 35.9531   , 305       , 3.28      , 0         , 3.13726   , 0         , 7.5       
    0.800, 1         , 0.99997   , 0.976564  , 0         , 5.55556   , 5.52778   , 823.25    , 989.922   , 458.75    , 989.922   , 984.727   , 0         , 35.4844   , 90.7266   , 90.75     , 35.9297   , 305       , 3.184     , 0         , 3.13726   , 0         , 8.25      
    0.850, 1         , 0.99997   , 0.976564  , 0         , 5.52778   , 6.13889   , 821.5     , 989.922   , 463.477   , 989.922   , 984.727   , 0         , 35.9063   , 90.75     , 90.75     , 35.9531   , 305       , 3.508     , 0         , 3.13726   , 0         , 9         
    0.900, 1         , 0.99997   , 0.976564  , 0         , 5.5       , 5.30556   , 824       , 989.922   , 460.586   , 989.922   , 984.727   , 0         , 35.6484   , 90.75     , 90.75     , 36.0234   , 305       , 3.188     , 0         , 3.13726   , 0         , 7.5       
    0.950, 1         , 0.99997   , 0.976564  , 0         , 5.52778   , 5.36112   , 818.75    , 989.922   , 456.719   , 989.922   , 982.109   , 0         , 35.2969   , 90.7266   , 90.75     , 36        , 305       , 3.156     , 0         , 3.13726   , 0         , 10.5      
    1.000, 1         , 0.99997   , 0.976564  , 0         , 5.52778   , 5.61112   , 818.5     , 989.922   , 457.344   , 989.922   , 984.727   , 0         , 35.3438   , 90.75     , 90.75     , 36.2109   , 305       , 3.2       , 0         , 3.13726   , 0         , 12        
    1.050, 1         , 0.99997   , 0.976564  , 0         , 5.47223   , 5.75      , 817.5     , 989.922   , 459.102   , 989.922   , 984.727   , 0         , 35.5078   , 90.7266   , 90.75     , 36.2578   , 305       , 3.284     , 0         , 3.13726   , 0         , 12        
    1.100, 1         , 0.99997   , 0.976564  , 0         , 5.52778   , 5.02778   , 820       , 989.922   , 451.523   , 989.922   , 984.727   , 0         , 34.8281   , 90.7266   , 90.75     , 36.2813   , 305       , 3.036     , 0         , 3.13726   , 0         , 12.75     
    1.150, 1         , 0.99997   , 0.976808  , 0         , 5.47223   , 5.58334   , 822.5     , 989.922   , 452.422   , 989.922   , 984.727   , 0         , 34.8984   , 90.7266   , 90.75     , 36.2578   , 305       , 3.16      , 0         , 3.13726   , 0         , 14.25     
    1.200, 1         , 0.99997   , 0.977296  , 0         , 5.47223   , 5.19445   , 832.5     , 989.922   , 451.953   , 989.922   , 982.109   , 0         , 34.8984   , 90.7031   , 90.75     , 36        , 305       , 3.108     , 0         , 3.13726   , 0         , 9.75      
    1.250, 1         , 0.99997   , 0.977541  , 0         , 5.52778   , 4.88889   , 835.5     , 989.922   , 446.25    , 989.922   , 984.727   , 0         , 34.4063   , 90.75     , 90.75     , 35.8125   , 305       , 2.996     , 0         , 3.13726   , 0         , 8.25      
    1.300, 1         , 0.99997   , 0.977785  , 0         , 5.52778   , 5.30556   , 835       , 989.922   , 444.609   , 989.922   , 984.727   , 0         , 34.2656   , 90.75     , 90.75     , 35.8828   , 305       , 3.008     , 0         , 3.13726   , 0         , 10.5      
    1.350, 1         , 0.99997   , 0.978273  , 0         , 5.5       , 5.83334   , 834.75    , 989.922   , 447.891   , 989.922   , 984.727   , 0         , 34.5469   , 90.75     , 90.75     , 35.8828   , 305       , 3.228     , 0         , 3.13726   , 0         , 10.5      
    1.400, 1         , 0.99997   , 0.978517  , 0         , 5.52778   , 5.69445   , 834.75    , 989.922   , 450.117   , 989.922   , 982.109   , 0         , 34.7578   , 90.75     , 90.75     , 35.8594   , 305       , 3.24      , 0         , 3.13726   , 0         , 9         
    1.450, 1         , 0.99997   , 0.978761  , 0         , 5.75      , 5.08334   , 833.5     , 989.922   , 445.078   , 989.922   , 984.727   , 0         , 34.2891   , 90.7266   , 90.75     , 35.8359   , 305       , 2.984     , 0         , 3.13726   , 0         , 9         
    1.500, 1         , 0.99997   , 0.979005  , 0         , 5.63889   , 5.91667   , 832       , 989.922   , 448.75    , 989.922   , 984.727   , 0         , 34.6172   , 90.7266   , 90.75     , 35.8359   , 305       , 3.26      , 0         , 3.13726   , 0         , 11.25     
    1.550, 1         , 0.99997   , 0.97925   , 0         , 5.63889   , 6.38889   , 832.25    , 989.922   , 455.859   , 989.922   , 984.727   , 0         , 35.25     , 90.75     , 90.75     , 35.8594   , 305       , 3.588     , 0         , 3.13726   , 0         , 9.75      
    1.600, 1         , 0.99997   , 0.979494  , 0         , 5.72223   , 6.47223   , 838.75    , 989.922   , 468.75    , 989.922   , 984.727   , 0         , 36.4219   , 90.7031   , 90.75     , 35.7188   , 305       , 3.644     , 0         , 3.13726   , 0         , 3.75      
    1.650, 1         , 0.99997   , 0.979738  , 0         , 5.66667   , 5.66667   , 834.5     , 989.922   , 467.578   , 989.922   , 984.727   , 0         , 36.3281   , 90.7266   , 90.75     , 35.5781   , 305       , 3.312     , 0         , 3.13726   , 0         , 3         
    1.700, 1         , 0.99997   , 0.979982  , 0         , 5.69445   , 5.97223   , 828       , 989.922   , 469.414   , 989.922   , 984.727   , 0         , 36.4922   , 90.8203   , 90.75     , 35.6953   , 305       , 3.444     , 0         , 3.13726   , 0         , 3.75      
    1.750, 1         , 0.99997   , 0.980226  , 0         , 5.66667   , 5.69445   , 819.75    , 989.922   , 469.648   , 989.922   , 984.727   , 0         , 36.4688   , 90.7031   , 90.75     , 36.1172   , 305       , 3.3       , 0         , 3.13726   , 0         , 6         
    1.800, 1         , 0.99997   , 0.98047   , 0         , 5.44445   , 5.5       , 816.5     , 989.922   , 468.086   , 989.922   , 984.727   , 0         , 36.3047   , 90.7266   , 90.75     , 36.0234   , 305       , 3.232     , 0         , 3.13726   , 0         , 7.5       
    1.850, 1         , 0.99997   , 0.980714  , 0         , 5.5       , 5.19445   , 819       , 989.922   , 462.07    , 989.922   , 984.727   , 0         , 35.7656   , 90.7266   , 90.75     , 36.1406   , 305       , 3.104     , 0         , 3.13726   , 0         , 7.5       
    1.900, 1         , 0.99997   , 0.980714  , 0         , 5.47223   , 5.72223   , 823.25    , 989.922   , 462.891   , 989.922   , 984.727   , 0         , 35.8359   , 90.75     , 90.75     , 36.0703   , 305       , 3.208     , 0         , 3.13726   , 0         , 8.25      
    1.950, 1         , 0.99997   , 0.980959  , 0         , 5.44445   , 5.80556   , 824.5     , 989.922   , 464.219   , 989.922   , 984.727   , 0         , 35.9766   , 90.7031   , 90.75     , 35.9766   , 305       , 3.284     , 0         , 3.13726   , 0         , 7.5       
    2.000, 1         , 0.99997   , 0.981203  , 0         , 5.5       , 5.27778   , 821.75    , 989.922   , 459.922   , 989.922   , 984.727   , 0         , 35.6016   , 90.75     , 90.75     , 35.8828   , 305       , 3.104     , 0         , 3.13726   , 0         , 7.5       
    2.050, 1         , 0.99997   , 0.981203  , 0         , 5.5       , 5.75      , 822.25    , 989.922   , 461.25    , 989.922   , 984.727   , 0         , 35.6953   , 90.7734   , 90.75     , 36.0469   , 305       , 3.228     , 0         , 3.13726   , 0         , 8.25      
    2.100, 1         , 0.99997   , 0.981447  , 0         , 5.5       , 5.13889   , 820.75    , 989.922   , 457.461   , 989.922   , 984.727   , 0         , 35.3672   , 90.7031   , 90.75     , 36.0938   , 305       , 3.096     , 0         , 3.13726   , 0         , 9         
    2.150, 1         , 0.99997   , 0.981691  , 0         , 5.47223   , 5         , 818.25    , 989.922   , 451.602   , 989.922   , 984.727   , 0         , 34.8281   , 90.75     , 90.75     , 36.2109   , 305       , 3.024     , 0         , 3.13726   , 0         , 12.75     
    2.200, 1         , 0.99997   , 0.981691  , 0         , 5.47223   , 5.38889   , 824.25    , 989.922   , 450.82    , 989.922   , 984.727   , 0         , 34.7578   , 90.7266   , 90.75     , 36.2344   , 305       , 3.044     , 0         , 3.13726   , 0         , 13.5      
    2.250, 1         , 0.99997   , 0.981935  , 0         , 5.55556   , 5.55556   , 833.75    , 989.922   , 449.375   , 989.922   , 984.727   , 0         , 34.6641   , 90.6797   , 90.75     , 36.0469   , 305       , 3.08      , 0         , 3.13726   , 0         , 11.25     
    2.300, 1         , 0.99997   , 0.981935  , 0         , 5.61112   , 5.69445   , 837       , 989.922   , 450.625   , 989.922   , 984.727   , 0         , 34.8047   , 90.75     , 90.75     , 35.7188   , 305       , 3.14      , 0         , 3.13726   , 0         , 9         
    2.350, 1         , 0.99997   , 0.982179  , 0         , 5.61112   , 5.44445   , 841       , 989.922   , 449.414   , 989.922   , 984.727   , 0         , 34.6875   , 90.75     , 90.75     , 35.5781   , 305       , 3.068     , 0         , 3.13726   , 0         , 7.5       
    2.400, 1         , 0.99997   , 0.982179  , 0         , 5.58334   , 6.22223   , 844.25    , 989.922   , 454.297   , 989.922   , 984.727   , 0         , 35.1328   , 90.7266   , 90.75     , 35.6016   , 305       , 3.36      , 0         , 3.13726   , 0         , 6.75      
    2.450, 1         , 0.99997   , 0.982423  , 0         , 5.63889   , 5.5       , 844       , 989.922   , 453.594   , 989.922   , 982.109   , 0         , 35.0859   , 90.75     , 90.75     , 35.4609   , 305       , 3.184     , 0         , 3.13726   , 0         , 5.25      
    2.500, 1         , 0.99997   , 0.982423  , 0         , 5.61112   , 5.58334   , 835.5     , 989.922   , 454.609   , 989.922   , 984.727   , 0         , 35.1797   , 90.75     , 90.75     , 35.3906   , 305       , 3.176     , 0         , 3.13726   , 0         , 5.25      
    2.550, 1         , 0.99997   , 0.982423  , 0         , 5.63889   , 5.30556   , 829.5     , 989.922   , 452.148   , 989.922   , 984.727   , 0         , 34.9453   , 90.7734   , 90.75     , 35.6719   , 305       , 3.06      , 0         , 3.13726   , 0         , 7.5       
    2.600, 1         , 0.99997   , 0.982668  , 0         , 5.63889   , 5.27778   , 825.25    , 989.922   , 450.039   , 989.922   , 984.727   , 0         , 34.7344   , 90.7266   , 90.75     , 35.8594   , 305       , 3.028     , 0         , 3.13726   , 0         , 9         
    2.650, 1         , 0.99997   , 0.982668  , 0         , 5.55556   , 5.86112   , 828       , 989.922   , 454.609   , 989.922   , 982.109   , 0         , 35.1328   , 90.7031   , 90.75     , 35.7656   , 305       , 3.292     , 0         , 3.13726   , 0         , 10.5      
    2.700, 1         , 0.99997   , 0.982912  , 0         , 5.55556   , 5.83334   , 831.5     , 989.922   , 456.367   , 989.922   , 984.727   , 0         , 35.2969   , 90.7266   , 90.75     , 35.8594   , 305       , 3.272     , 0         , 3.13726   , 0         , 8.25      
    2.750, 1         , 0.99997   , 0.982912  , 0         , 5.58334   , 5.41667   , 831.25    , 989.922   , 454.648   , 989.922   , 984.727   , 0         , 35.1328   , 90.7031   , 90.75     , 35.7656   , 305       , 3.12      , 0         , 3.13726   , 0         , 7.5       
    2.800, 1         , 0.99997   , 0.982912  , 0         , 5.55556   , 5.33334   , 833.75    , 989.922   , 451.328   , 989.922   , 984.727   , 0         , 34.8516   , 90.75     , 90.75     , 35.6484   , 305       , 3.064     , 0         , 3.13726   , 0         , 7.5       
    2.850, 1         , 0.99997   , 0.982912  , 0         , 5.55556   , 6.05556   , 832.5     , 989.961   , 456.211   , 989.961   , 982.109   , 0         , 35.2969   , 90.75     , 90.75     , 35.6484   , 305       , 3.4       , 0         , 3.13726   , 0         , 8.25      
    2.900, 1         , 0.99997   , 0.983156  , 0         , 5.55556   , 5.11112   , 834       , 989.961   , 451.641   , 989.961   , 984.727   , 0         , 34.875    , 90.75     , 90.75     , 35.6484   , 305       , 3.056     , 0         , 3.13726   , 0         , 6.75      
    2.950, 1         , 0.99997   , 0.983156  , 0         , 5.55556   , 5.5       , 833.75    , 989.961   , 451.094   , 989.961   , 984.727   , 0         , 34.8281   , 90.7266   , 90.75     , 35.5781   , 305       , 3.1       , 0         , 3.13726   , 0         , 7.5       
    3.000, 1         , 0.99997   , 0.983156  , 0         , 5.55556   , 5.22223   , 836.5     , 989.961   , 448.203   , 989.961   , 984.727   , 0         , 34.5703   , 90.75     , 90.75     , 35.5547   , 305       , 3.024     , 0         , 3.13726   , 0         , 7.5       
    3.050, 1         , 0.99997   , 0.983156  , 0         , 5.52778   , 5.44445   , 835.25    , 989.961   , 446.641   , 989.961   , 982.109   , 0         , 34.4297   , 90.7266   , 90.75     , 35.5781   , 305       , 3.076     , 0         , 3.13726   , 0         , 8.25      
    3.100, 1         , 0.99997   , 0.9834    , 0         , 5.52778   , 5.38889   , 832.75    , 989.961   , 446.445   , 989.961   , 982.109   , 0         , 34.4297   , 90.7266   , 90.75     , 35.4844   , 305       , 3.068     , 0         , 3.13726   , 0         , 8.25      
    3.150, 1         , 0.99997   , 0.9834    , 0         , 5.52778   , 5.02778   , 832       , 989.883   , 442.578   , 989.883   , 984.727   , 0         , 34.0547   , 90.75     , 90.75     , 35.5781   , 305       , 2.98      , 0         , 3.13726   , 0         , 9         
    3.200, 1         , 0.99997   , 0.9834    , 0         , 5.5       , 5.66667   , 837       , 989.883   , 444.18    , 989.883   , 984.727   , 0         , 34.2188   , 90.7266   , 90.75     , 35.5313   , 305       , 3.092     , 0         , 3.13726   , 0         , 9.75      
    3.250, 1         , 0.99997   , 0.9834    , 0         , 5.5       , 5.75      , 835.5     , 989.883   , 446.367   , 989.883   , 984.727   , 0         , 34.4297   , 90.7031   , 90.75     , 35.3672   , 305       , 3.176     , 0         , 3.13726   , 0         , 8.25      
    3.300, 1         , 0.99997   , 0.9834    , 0         , 5.52778   , 5.86112   , 841.25    , 989.883   , 454.141   , 989.883   , 984.727   , 0         , 35.1328   , 90.75     , 90.75     , 35.25     , 305       , 3.324     , 0         , 3.13726   , 0         , 5.25      
    3.350, 1         , 0.99997   , 0.983644  , 0         , 5.55556   , 5.63889   , 845.25    , 989.883   , 453.789   , 989.883   , 984.727   , 0         , 35.1094   , 90.7266   , 90.75     , 35.1328   , 305       , 3.2       , 0         , 3.13726   , 0         , 4.5       
    3.400, 1         , 0.99997   , 0.983644  , 0         , 5.61112   , 5.30556   , 841.25    , 989.883   , 450.195   , 989.883   , 982.109   , 0         , 34.7813   , 90.75     , 90.75     , 35.0391   , 305       , 3.06      , 0         , 3.13726   , 0         , 4.5       
    3.450, 1         , 0.99997   , 0.983644  , 0         , 5.52778   , 5.11112   , 835.5     , 989.883   , 446.445   , 989.883   , 984.727   , 0         , 34.4297   , 90.75     , 90.75     , 35.0625   , 305       , 3.008     , 0         , 3.13726   , 0         , 6         
    3.500, 1         , 0.99997   , 0.983644  , 0         , 5.52778   , 6.19445   , 831.25    , 989.883   , 452.266   , 989.883   , 984.727   , 0         , 34.9453   , 90.7734   , 90.75     , 35.2031   , 305       , 3.38      , 0         , 3.13726   , 0         , 7.5       
    3.550, 1         , 0.99997   , 0.983644  , 0         , 5.5       , 5.63889   , 831.75    , 989.883   , 450.742   , 989.883   , 984.727   , 0         , 34.7813   , 90.7266   , 90.75     , 35.3203   , 305       , 3.2       , 0         , 3.13726   , 0         , 7.5       
    3.600, 1         , 0.99997   , 0.983644  , 0         , 5.52778   , 5.52778   , 829.5     , 989.883   , 450.82    , 989.883   , 984.727   , 0         , 34.8047   , 90.7031   , 90.75     , 35.2734   , 305       , 3.172     , 0         , 3.13726   , 0         , 7.5       
    3.650, 1         , 0.99997   , 0.983888  , 0         , 5.52778   , 5.33334   , 823.75    , 989.883   , 449.609   , 989.883   , 984.727   , 0         , 34.6875   , 90.7969   , 90.75     , 35.3906   , 305       , 3.088     , 0         , 3.13726   , 0         , 8.25      
    3.700, 1         , 0.99997   , 0.983888  , 0         , 5.52778   , 4.86111   , 824.25    , 989.883   , 446.172   , 989.883   , 984.727   , 0         , 34.3359   , 90.7031   , 90.75     , 35.6953   , 305       , 3         , 0         , 3.13726   , 0         , 9         
    3.750, 1         , 0.99997   , 0.983888  , 0         , 5.5       , 5.61112   , 825.75    , 989.883   , 447.773   , 989.883   , 984.727   , 0         , 34.5      , 90.6797   , 90.75     , 35.5781   , 305       , 3.168     , 0         , 3.13726   , 0         , 11.25     
    3.800, 1         , 0.99997   , 0.983888  , 0         , 5.47223   , 5.05556   , 826.5     , 989.883   , 442.578   , 989.883   , 984.727   , 0         , 34.0547   , 90.7266   , 90.75     , 35.3906   , 305       , 2.984     , 0         , 3.13726   , 0         , 9.75      
    3.850, 1         , 0.99997   , 0.983888  , 0         , 5.44445   , 5.61112   , 829.5     , 989.844   , 444.336   , 989.844   , 984.727   , 0         , 34.1953   , 90.7969   , 90.75     , 35.4844   , 305       , 3.156     , 0         , 3.13726   , 0         , 11.25     
    3.900, 1         , 0.99997   , 0.983888  , 0         , 5.44445   , 4.80556   , 830.75    , 989.844   , 439.258   , 989.844   , 984.727   , 0         , 33.75     , 90.7031   , 90.75     , 35.3906   , 305       , 2.952     , 0         , 3.13726   , 0         , 9.75      
    3.950, 1         , 0.99997   , 0.983888  , 0         , 5.41667   , 5.66667   , 834.5     , 989.844   , 440.703   , 989.844   , 984.727   , 0         , 33.9141   , 90.7266   , 90.75     , 35.25     , 305       , 3.152     , 0         , 3.13726   , 0         , 11.25     
    4.000, 1         , 0.99997   , 0.983888  , 0         , 5.41667   , 5.58334   , 839.75    , 989.844   , 441.875   , 989.844   , 984.727   , 0         , 34.0078   , 90.75     , 90.75     , 35.1563   , 305       , 3.136     , 0         , 3.13726   , 0         , 8.25      
    4.050, 1         , 0.99997   , 0.983888  , 0         , 5.44445   , 5.44445   , 844       , 989.844   , 442.539   , 989.844   , 984.727   , 0         , 34.1016   , 90.7031   , 90.75     , 34.9688   , 305       , 3.068     , 0         , 3.13726   , 0         , 6.75      
    4.100, 1         , 0.99997   , 0.983888  , 0         , 5.44445   , 5.77778   , 843.25    , 989.844   , 444.844   , 989.844   , 984.727   , 0         , 34.3125   , 90.7734   , 90.75     , 34.7578   , 305       , 3.188     , 0         , 3.13726   , 0         , 6         
    4.150, 1         , 0.99997   , 0.984132  , 0         , 5.44445   , 6.05556   , 839.25    , 989.844   , 449.336   , 989.844   , 984.727   , 0         , 34.7109   , 90.75     , 90.75     , 34.7578   , 305       , 3.368     , 0         , 3.13726   , 0         , 6         
    4.200, 1         , 0.99997   , 0.984132  , 0         , 5.47223   , 5.80556   , 832.5     , 989.844   , 453.828   , 989.844   , 984.727   , 0         , 35.0859   , 90.7969   , 90.75     , 35.0156   , 305       , 3.276     , 0         , 3.13726   , 0         , 5.25      
    4.250, 1         , 0.99997   , 0.984132  , 0         , 5.52778   , 5.61112   , 827.5     , 989.844   , 454.336   , 989.844   , 984.727   , 0         , 35.1328   , 90.6797   , 90.75     , 35.0625   , 305       , 3.208     , 0         , 3.13726   , 0         , 6.75      
    4.300, 1         , 0.99997   , 0.984132  , 0         , 5.5       , 5.52778   , 825.25    , 989.844   , 455.156   , 989.844   , 984.727   , 0         , 35.1563   , 90.7734   , 90.75     , 35.2969   , 305       , 3.16      , 0         , 3.13726   , 0         , 6.75      
    4.350, 1         , 0.99997   , 0.984132  , 0         , 5.5       , 5.63889   , 823.5     , 989.844   , 456.055   , 989.844   , 984.727   , 0         , 35.25     , 90.7031   , 90.75     , 35.3203   , 305       , 3.184     , 0         , 3.13726   , 0         , 7.5       
    4.400, 1         , 0.99997   , 0.984132  , 0         , 5.52778   , 5.44445   , 817.5     , 989.844   , 455.508   , 989.844   , 984.727   , 0         , 35.2031   , 90.75     , 90.75     , 35.4375   , 305       , 3.136     , 0         , 3.13726   , 0         , 8.25      
    4.450, 1         , 0.99997   , 0.984132  , 0         , 5.5       , 5.33334   , 817       , 989.844   , 452.539   , 989.844   , 984.727   , 0         , 34.8984   , 90.7734   , 90.75     , 35.6484   , 305       , 3.06      , 0         , 3.13726   , 0         , 10.5      
    4.500, 1         , 0.99997   , 0.984132  , 0         , 5.5       , 5.83334   , 822       , 989.844   , 455.43    , 989.844   , 984.727   , 0         , 35.1563   , 90.7031   , 90.75     , 35.6953   , 305       , 3.256     , 0         , 3.13726   , 0         , 9.75      
    4.550, 1         , 0.99997   , 0.984132  , 0         , 5.5       , 5.55556   , 825.75    , 989.844   , 455.508   , 989.844   , 984.727   , 0         , 35.1797   , 90.7031   , 90.75     , 35.5313   , 305       , 3.192     , 0         , 3.13726   , 0         , 8.25      
    4.600, 1         , 0.99997   , 0.984132  , 0         , 5.47223   , 5.97223   , 831.75    , 989.844   , 459.922   , 989.844   , 984.727   , 0         , 35.6016   , 90.7266   , 90.75     , 35.2969   , 305       , 3.36      , 0         , 3.13726   , 0         , 5.25      
    4.650, 1         , 0.99997   , 0.984132  , 0         , 5.5       , 5.77778   , 825.25    , 989.844   , 461.289   , 989.844   , 984.727   , 0         , 35.7422   , 90.7734   , 90.75     , 35.25     , 305       , 3.32      , 0         , 3.13726   , 0         , 5.25      
    4.700, 1         , 0.99997   , 0.984132  , 0         , 5.52778   , 5.19445   , 812.75    , 989.844   , 458.32    , 989.844   , 984.727   , 0         , 35.4844   , 90.8672   , 90.75     , 35.9531   , 305       , 3.14      , 0         , 3.13726   , 0         , 7.5       
    4.750, 1         , 0.99997   , 0.984132  , 0         , 5.5       , 5.72223   , 807.75    , 989.844   , 458.984   , 989.844   , 984.727   , 0         , 35.4609   , 90.6563   , 90.75     , 36.375    , 305       , 3.272     , 0         , 3.13726   , 0         , 17.25     
