
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 34 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  14.02.2026 13:15:46.423

TimeStamp, nmot_w    , wped_w    , wdkba     , rl_w      , rlsol_w   , plsol_w   , pvdkds_w  , ps_w      , pus_w     , ldtvr_w   , ldtvm     , zwout     , dwkrz_0   , dwkrz_2   , dwkrz_3   , dwkrz_1   , lamsbg_w  , lamsoni_w , tans      , msdk_w    , mshfm_w   
    0.400, 1480.25   , 16.3668   , 3.13726   , 14.7891   , 26.4844   , 985.078   , 997.969   , 240.273   , 985.078   , 0         , 0         , 24        , 0         , 0         , 0         , 0         , 1         , 0.866212  , 18        , 5.52778   , 5.25      
    0.450, 1437.75   , 18.8845   , 4.31373   , 17.8125   , 30.375    , 985.078   , 995.313   , 280.391   , 985.078   , 0         , 0         , 26.25     , 0         , 0         , 0         , 0         , 1         , 0.885744  , 18        , 7.25001   , 7.38889   
    0.500, 1432.5    , 22.1225   , 5.09804   , 19.9453   , 33.6328   , 985.078   , 995.313   , 309.688   , 985.078   , 0         , 0         , 29.25     , 0         , 0         , 0         , 0         , 1         , 0.882326  , 18        , 8.11112   , 8.02778   
    0.550, 1439.75   , 28.2368   , 5.4902    , 22.2656   , 40.0781   , 985.078   , 992.656   , 340.898   , 985.078   , 0         , 0         , 31.5      , 0         , 0         , 0         , 0         , 1         , 0.858888  , 18        , 8.80556   , 8.58334   
    0.600, 1463      , 34.3526   , 6.66667   , 25.9688   , 46.4063   , 985.078   , 992.656   , 390.508   , 985.078   , 0         , 0         , 30        , 0         , 0         , 0         , 0         , 1         , 0.82007   , 18        , 10.9445   , 10.1945   
    0.650, 1484.75   , 38.3092   , 7.84314   , 28.8047   , 49.4766   , 985.078   , 990.039   , 428.711   , 985.078   , 0         , 0         , 29.25     , 0         , 0         , 0         , 0         , 1         , 0.771486  , 18        , 12.0556   , 11.25     
    0.700, 1530      , 42.626    , 9.01961   , 33.8438   , 53.2031   , 985.078   , 987.383   , 496.25    , 985.078   , 0         , 0         , 27.75     , 0         , 0         , 0         , 0         , 1         , 0.744142  , 18        , 14.3611   , 14.3333   
    0.750, 1514      , 44.6036   , 9.80392   , 37.6172   , 55.2656   , 985.078   , 984.727   , 546.523   , 985.078   , 0         , 0         , 27        , 0         , 0         , 0         , 0         , 1         , 0.732911  , 18        , 15.8611   , 15.25     
    0.800, 1429.5    , 46.0425   , 10.1961   , 43.5469   , 57.6328   , 985.078   , 984.727   , 624.57    , 985.078   , 0         , 0         , 24        , 0         , 0         , 0         , 0         , 1         , 0.732179  , 18        , 16.0278   , 16.1389   
    0.850, 1437.75   , 50.8994   , 10.1961   , 46.1719   , 62.4375   , 985.078   , 987.383   , 660.352   , 985.078   , 0         , 0         , 21        , 0         , 0         , 0         , 0         , 1         , 0.749513  , 18        , 15.6389   , 15.3333   
    0.900, 1512.25   , 55.9349   , 10.9804   , 48.8203   , 65.1563   , 985.078   , 984.727   , 695.547   , 985.078   , 0         , 0         , 21        , 0         , 0         , 0         , 0         , 1         , 0.74878   , 18        , 16.75     , 16.0556   
    0.950, 1528      , 56.6551   , 11.7647   , 50.9297   , 65.6953   , 985.078   , 984.727   , 723.203   , 985.078   , 0         , 0         , 21.75     , 0         , 0         , 0         , 0         , 1         , 0.735353  , 18        , 17.4445   , 17.4445   
    1.000, 1496.25   , 57.3738   , 12.1569   , 53.5078   , 66.3516   , 985.078   , 984.727   , 757.461   , 985.078   , 0         , 0         , 19.5      , 0         , 0         , 0         , 0         , 1         , 0.7417    , 18        , 17.8611   , 17.3889   
    1.050, 1491.75   , 58.9928   , 12.549    , 55.4297   , 67.9688   , 1000.94   , 987.383   , 783.516   , 985.078   , 0         , 0         , 18.75     , 0         , 0         , 0         , 0         , 1         , 0.80005   , 18        , 17.8056   , 17.9722   
    1.100, 1525.5    , 62.0507   , 12.9412   , 56.7422   , 69.9609   , 1028.95   , 987.383   , 801.172   , 985.078   , 0.72      , 1.17188   , 16.5      , 0         , 0         , 0         , 0         , 1         , 0.847658  , 18        , 17.9445   , 17.75     
    1.150, 1544      , 63.4896   , 13.7255   , 57.8906   , 70.3594   , 1034.02   , 987.383   , 816.016   , 985.078   , 1.29      , 1.17188   , 12.75     , 0         , 0         , 0         , 0         , 1         , 0.879152  , 18        , 18.5278   , 18.6667   
    1.200, 1544.25   , 63.8498   , 14.5098   , 59.7422   , 70.5      , 1033.16   , 987.383   , 838.555   , 985.078   , 1.44      , 1.17188   , 18        , 0         , 0         , 0         , 0         , 1         , 0.897706  , 18        , 19        , 18.9722   
    1.250, 1559.5    , 64.5685   , 14.902    , 61.2422   , 71.8359   , 1052.07   , 990.039   , 858.516   , 985.078   , 1.35      , 1.17188   , 18        , 0         , 0         , 0         , 0         , 1         , 0.923341  , 18        , 18.8611   , 19.5833   
    1.300, 1577.75   , 66.0074   , 15.6863   , 62.1328   , 72.1875   , 1056.6    , 990.039   , 870.039   , 985.078   , 1.95      , 1.95313   , 17.25     , 0         , 0         , 0         , 0         , 1         , 0.939943  , 18        , 19.4167   , 20.1111   
    1.350, 1595      , 67.0862   , 16.4706   , 63.2813   , 72.5156   , 1060.74   , 990.039   , 884.961   , 985.078   , 2.13      , 2.34375   , 17.25     , 0         , 0         , 0         , 0         , 0.975099  , 0.937501  , 18        , 20.3056   , 20.75     
    1.400, 1595.75   , 67.8064   , 17.2549   , 64.2422   , 72.3281   , 1057.89   , 990.039   , 897.773   , 985.078   , 2.31      , 2.34375   , 16.5      , 0         , 0         , 0         , 0         , 0.975099  , 0.941164  , 18        , 20.9167   , 21.1111   
    1.450, 1607.25   , 68.165    , 17.6471   , 65.0391   , 72.4922   , 1060.16   , 992.656   , 908.203   , 985.078   , 2.49      , 2.73438   , 16.5      , 0         , 0         , 0         , 0         , 0.958742  , 0.941164  , 18        , 20.4167   , 20.75     
    1.500, 1639.25   , 68.8852   , 18.0392   , 66        , 72.8203   , 1062.34   , 995.313   , 918.867   , 985.078   , 2.91      , 3.125     , 17.25     , 0         , 0         , 0         , 0         , 0.958742  , 0.933107  , 18        , 20.3611   , 21.5834   
    1.550, 1656.25   , 69.2453   , 18.8235   , 66.3984   , 73.0078   , 1064.69   , 995.313   , 924.18    , 985.078   , 3.12      , 3.51563   , 12.75     , 0         , 0         , 0         , 0         , 0.949708  , 0.933107  , 18        , 21.4167   , 21.75     
    1.600, 1660.5    , 69.2453   , 19.2157   , 66.7969   , 72.8438   , 1062.27   , 997.969   , 929.336   , 985.078   , 3.33      , 3.90625   , 16.5      , 0         , 0         , 0         , 0         , 0.949708  , 0.93213   , 18        , 21.3611   , 21.9167   
    1.650, 1675.75   , 69.2453   , 20        , 67.4063   , 73.2891   , 1068.28   , 997.969   , 937.148   , 985.078   , 3.54      , 4.29688   , 16.5      , 0         , 0         , 0         , 0         , 0.94507   , 0.935304  , 18        , 21.75     , 22.1389   
    1.700, 1698      , 69.2453   , 20        , 67.6875   , 73.4766   , 1070.63   , 1000.59   , 940.586   , 985.078   , 3.51      , 4.29688   , 16.5      , 0         , 0         , 0         , 0         , 0.94507   , 0.936525  , 18        , 22.1111   , 22.5      
    1.750, 1714.25   , 69.2453   , 20.7843   , 67.9922   , 73.5      , 1070.74   , 1003.24   , 944.297   , 985.078   , 3.69      , 4.6875    , 16.5      , 0         , 0         , 0         , 0         , 0.940919  , 0.933107  , 18        , 22.9167   , 23.0556   
    1.800, 1735.5    , 69.2453   , 20.3922   , 68.4375   , 73.7344   , 1073.71   , 1005.86   , 950       , 985.078   , 4.11      , 5.07813   , 16.5      , 0         , 0         , 0         , 0         , 0.940919  , 0.927736  , 18        , 23.1111   , 23.5278   
    1.850, 1759      , 69.2453   , 20.7843   , 68.5547   , 73.9688   , 1076.72   , 1005.86   , 951.484   , 985.078   , 4.32      , 5.46875   , 16.5      , 0         , 0         , 0         , 0         , 0.937501  , 0.926515  , 18        , 23.1667   , 23.3889   
    1.900, 1775.25   , 69.2453   , 21.5686   , 69.1875   , 74.25     , 1077.77   , 1008.52   , 957.188   , 985.078   , 4.53      , 5.85938   , 17.25     , 0         , 0         , 0         , 0         , 0.937501  , 0.919923  , 18        , 25        , 24.5834   
    1.950, 1786.5    , 69.2453   , 21.5686   , 69.9609   , 74.7422   , 1084.34   , 1011.17   , 967.344   , 985.078   , 4.74      , 6.25      , 16.5      , 0         , 0         , 0         , 0         , 0.933595  , 0.916505  , 18        , 23.9722   , 24.9445   
    2.000, 1807.5    , 69.2453   , 21.5686   , 70.2188   , 74.9531   , 1086.91   , 1013.79   , 970.273   , 985.078   , 4.95      , 6.64063   , 16.5      , 0         , 0         , 0         , 0         , 0.933595  , 0.917726  , 18        , 24.1945   , 25.0834   
    2.050, 1831.75   , 69.2453   , 21.9608   , 70.6875   , 75.2109   , 1090.12   , 1016.45   , 976.211   , 985.078   , 5.16      , 7.03125   , 16.5      , 0         , 0         , 0         , 0         , 0.929445  , 0.921144  , 18        , 24.9167   , 25.25     
    2.100, 1856.25   , 69.2453   , 21.9608   , 71.1328   , 75.0234   , 1087.15   , 1016.45   , 981.719   , 985.078   , 5.37      , 7.8125    , 16.5      , 0         , 0         , 0         , 0         , 0.929445  , 0.918703  , 18        , 24.8611   , 25.9445   
    2.150, 1862.75   , 69.2453   , 21.9608   , 71.4375   , 75.375    , 1091.56   , 1021.72   , 985.234   , 985.078   , 5.58      , 8.20313   , 16.5      , 0         , 0         , 0         , 0         , 0.925783  , 0.913331  , 18        , 25.3334   , 26.2222   
    2.200, 1871      , 69.2453   , 22.7451   , 72.3281   , 76.1719   , 1099.53   , 1024.38   , 994.219   , 985.078   , 5.79      , 8.59375   , 16.5      , 0         , 0         , 0         , 0         , 0.925783  , 0.909914  , 18        , 26.1111   , 26.9167   
    2.250, 1896.75   , 69.2453   , 21.9608   , 72.2813   , 76.5      , 1103.63   , 1026.99   , 993.32    , 985.078   , 6         , 8.98438   , 16.5      , 0         , 0         , 0         , 0         , 0.922853  , 0.917726  , 18        , 25.3889   , 26.0278   
    2.300, 1917.75   , 69.2453   , 22.7451   , 72.6328   , 76.3359   , 1100.9    , 1026.99   , 997.656   , 985.078   , 6.45      , 9.76563   , 13.5      , 0         , 0         , 0         , 0         , 0.922853  , 0.914308  , 18        , 27.3611   , 27.6945   
    2.350, 1935.5    , 69.2453   , 22.7451   , 72.5859   , 76.7109   , 1105.7    , 1032.3    , 996.563   , 985.078   , 6.69      , 10.5469   , 17.25     , 0         , 0         , 0         , 0         , 0.920167  , 0.917726  , 18        , 27.7222   , 27.3611   
    2.400, 1962.5    , 69.2453   , 23.1373   , 72.9844   , 77.1563   , 1111.45   , 1034.92   , 1001.48   , 985.078   , 6.69      , 10.5469   , 16.5      , 0         , 0         , 0         , 0         , 0.920167  , 0.916505  , 18        , 28.0556   , 28.0278   
    2.450, 1966.5    , 69.2453   , 23.1373   , 73.1953   , 77.5547   , 1116.6    , 1037.58   , 1003.91   , 985.078   , 7.14      , 11.7188   , 16.5      , 0         , 0         , 0         , 0         , 0.916994  , 0.914308  , 18        , 27.1389   , 27.8334   
    2.500, 1976.25   , 69.2453   , 23.1373   , 73.3828   , 78.0938   , 1123.63   , 1040.23   , 1005.9    , 985.078   , 7.38      , 12.1094   , 16.5      , 0         , 0         , 0         , 0         , 0.916994  , 0.929933  , 18        , 28.4722   , 28.3056   
    2.550, 2014.25   , 69.2453   , 23.5294   , 74.0391   , 78.3047   , 1126.21   , 1042.85   , 1014.1    , 985.078   , 7.62      , 12.5      , 12        , 0         , 0         , 0         , 0         , 0.914308  , 0.928712  , 18        , 27.6945   , 29.1389   
    2.600, 2033.75   , 69.2453   , 23.9216   , 74.2969   , 78.3516   , 1127.03   , 1045.51   , 1017.89   , 985.078   , 7.86      , 13.2813   , 11.25     , 0         , 0         , 0         , 0         , 0.914308  , 0.93213   , 18        , 29.7778   , 29.75     
    2.650, 2046.5    , 69.2453   , 24.3137   , 74.5313   , 78.6328   , 1130.7    , 1048.13   , 1020.86   , 985.078   , 8.1       , 13.6719   , 13.5      , 0         , 0         , 0         , 0         , 0.911867  , 0.936525  , 17.25     , 29.2778   , 30.1667   
    2.700, 2073.25   , 69.2453   , 24.3137   , 74.6953   , 79.5      , 1143.09   , 1053.44   , 1023.09   , 985.078   , 8.1       , 14.0625   , 18        , 0         , 0         , 0         , 0         , 0.911867  , 0.933107  , 17.25     , 29.5556   , 30.5      
    2.750, 2102      , 69.2453   , 24.3137   , 74.9063   , 79.5938   , 1144.69   , 1053.44   , 1026.29   , 985.078   , 31.77     , 33.2031   , 9         , 0         , 0         , 0         , 0         , 0.910158  , 0.929933  , 17.25     , 30.4167   , 30.5      
    2.800, 2119.75   , 69.2453   , 24.7059   , 75.4922   , 80.1563   , 1150.04   , 1058.71   , 1031.6    , 985.078   , 32.68     , 33.9844   , 13.5      , 0         , 0         , 0         , 0         , 0.910158  , 0.928712  , 17.25     , 30.6945   , 31.6111   
    2.850, 2136.75   , 69.2453   , 24.7059   , 75.3281   , 80.8594   , 1159.88   , 1061.37   , 1029.77   , 985.078   , 32.965    , 34.375    , 15.75     , 0         , 0         , 0         , 0         , 0.908205  , 0.924318  , 17.25     , 31.1945   , 31.0278   
    2.900, 2158.25   , 69.2453   , 25.4902   , 75.5391   , 81.1641   , 1164.3    , 1066.64   , 1032.7    , 985.078   , 33.245    , 35.1563   , 18        , 0         , 0         , 0         , 0         , 0.908205  , 0.921144  , 17.25     , 30.8334   , 31.6945   
    2.950, 2172.25   , 69.2453   , 25.4902   , 75.6094   , 81.6328   , 1170.78   , 1069.26   , 1033.63   , 985.078   , 36.59     , 37.5      , 18        , 0         , 0         , 0         , 0         , 0.906984  , 0.911134  , 17.25     , 31.0834   , 31.9167   
    3.000, 2191.5    , 69.2453   , 26.2745   , 76.5234   , 82.0781   , 1177.15   , 1069.26   , 1045.94   , 985.078   , 39.44     , 39.4531   , 18        , 0         , 0         , 0         , 0         , 0.906984  , 0.908937  , 17.25     , 30.6389   , 33.75     
    3.050, 2222.5    , 69.2453   , 26.6667   , 76.7578   , 82.3594   , 1181.21   , 1071.91   , 1048.98   , 985.078   , 37.505    , 38.6719   , 15        , 0         , 0         , 0         , 0         , 0.906007  , 0.908937  , 17.25     , 33.9722   , 33.75     
    3.100, 2247.75   , 69.2453   , 26.6667   , 76.9453   , 82.6406   , 1182.66   , 1077.19   , 1049.41   , 985.078   , 40.425    , 40.625    , 15        , 0         , 0         , 0         , 0         , 0.906007  , 0.912111  , 17.25     , 32.5278   , 32.9167   
    3.150, 2269.5    , 69.2453   , 27.451    , 77.3906   , 83.2031   , 1190.74   , 1077.19   , 1055.51   , 985.078   , 40.705    , 41.4063   , 20.25     , 0         , 0         , 0         , 0         , 0.905275  , 0.915529  , 17.25     , 33.3611   , 34.25     
    3.200, 2281      , 69.2453   , 27.451    , 77.5313   , 83.7422   , 1198.16   , 1079.84   , 1057.73   , 985.078   , 43.415    , 43.3594   , 20.25     , 0         , 0         , 0         , 0         , 0.905275  , 0.915529  , 17.25     , 33.7778   , 34.1945   
    3.250, 2305      , 69.2453   , 28.6275   , 78        , 84.2344   , 1205.04   , 1082.5    , 1063.75   , 985.078   , 38.85     , 40.625    , 20.25     , 0         , 0         , 0         , 0         , 0.904787  , 0.911134  , 17.25     , 36.5556   , 35.5278   
    3.300, 2329.5    , 69.2453   , 28.6275   , 78.3281   , 84.6797   , 1211.29   , 1085.12   , 1068.2    , 985.078   , 42.135    , 42.9688   , 20.25     , 0         , 0         , 0         , 0         , 0.904787  , 0.909914  , 17.25     , 34.9167   , 35.5556   
    3.350, 2354      , 69.2453   , 29.0196   , 79.1953   , 85.1484   , 1217.97   , 1087.77   , 1079.69   , 985.078   , 42.095    , 43.3594   , 20.25     , 0         , 0         , 0         , 0         , 0.904298  , 0.914308  , 17.25     , 35.6945   , 36.8056   
    3.400, 2370      , 69.2453   , 29.4118   , 79.7344   , 85.7109   , 1225.78   , 1093.05   , 1086.95   , 985.078   , 39.485    , 41.7969   , 20.25     , 0         , 0         , 0         , 0         , 0.904298  , 0.911134  , 17.25     , 36.7223   , 36.8056   
    3.450, 2397.75   , 68.5251   , 29.4118   , 80.0156   , 85.5469   , 1223.55   , 1095.7    , 1090.66   , 985.078   , 37.82     , 41.4063   , 21        , 0         , 0         , 0         , 0         , 0.90381   , 0.902345  , 16.5      , 37.0556   , 37.4445   
    3.500, 2426      , 68.5251   , 29.4118   , 80.6484   , 85.9922   , 1229.84   , 1100.98   , 1098.91   , 985.078   , 37.57     , 41.4063   , 20.25     , 0         , 0         , 0         , 0         , 0.90381   , 0.898927  , 16.5      , 37.0834   , 38.9167   
    3.550, 2449      , 68.5251   , 30.5882   , 81.3281   , 86.5078   , 1236.91   , 1100.98   , 1107.85   , 985.078   , 34.36     , 39.8438   , 20.25     , 0         , 0         , 0         , 0         , 0.903322  , 0.89673   , 16.5      , 38.9167   , 38.5834   
    3.600, 2467.5    , 68.165    , 30.5882   , 82.0781   , 86.8594   , 1238.4    , 1106.25   , 1114.57   , 985.078   , 35.015    , 40.625    , 20.25     , 0         , 0         , 0         , 0         , 0.903322  , 0.89673   , 16.5      , 39.2778   , 39.7223   
    3.650, 2488.5    , 68.165    , 30.5882   , 82.5703   , 87.6328   , 1248.67   , 1108.91   , 1120.98   , 985.078   , 34.29     , 40.2344   , 21        , 0         , 0         , 0         , 0         , 0.903322  , 0.893312  , 16.5      , 39.9445   , 40.6945   
    3.700, 2512.5    , 68.165    , 30.5882   , 82.5469   , 87.7734   , 1250.08   , 1114.18   , 1120.39   , 985.078   , 31.24     , 38.6719   , 20.25     , 0         , 0         , 0         , 0         , 0.903322  , 0.888917  , 16.5      , 40.2223   , 40.1945   
    3.750, 2540      , 67.4463   , 30.5882   , 83.1094   , 87.7969   , 1249.84   , 1119.45   , 1126.72   , 985.078   , 32.085    , 40.625    , 20.25     , 0         , 0         , 0         , 0         , 0.903078  , 0.88672   , 16.5      , 40.3334   , 40.5834   
    3.800, 2568.25   , 66.7261   , 31.7647   , 83.625    , 87.9844   , 1248.09   , 1122.11   , 1129.73   , 985.078   , 26.605    , 38.2813   , 21        , 0         , 0         , 0         , 0         , 0.903078  , 0.888917  , 16.5      , 41.8889   , 42.4167   
    3.850, 2592.75   , 63.4896   , 31.3726   , 84.6797   , 86.6953   , 1226.37   , 1130.04   , 1139.34   , 985.078   , 28.22     , 41.4063   , 21        , 0         , 0         , 0         , 0         , 0.904542  , 0.887941  , 16.5      , 41.9445   , 44        
    3.900, 2608.75   , 55.0362   , 31.3726   , 85.5938   , 76.8984   , 1087.27   , 1135.31   , 1144.06   , 985.078   , 8.08      , 21.875    , 20.25     , 0         , 0         , 0         , 0         , 0.904542  , 0.892335  , 16.5      , 42.7223   , 44.8334   
    3.950, 2637.75   , 52.6985   , 29.8039   , 83.9063   , 74.4844   , 1051.8    , 1143.24   , 1119.26   , 985.078   , 10.225    , 28.5156   , 21        , 0         , 0         , 0         , 0         , 0.915529  , 0.892335  , 16.5      , 38.0834   , 41.9445   
    4.000, 2663.75   , 52.6985   , 28.6275   , 83.5547   , 75.0234   , 1055.55   , 1148.52   , 1111.21   , 985.078   , 0.84      , 2.34375   , 20.25     , 0         , 0         , 0         , 0         , 0.915529  , 0.898927  , 16.5      , 38.5834   , 43.3056   
    4.050, 2684.75   , 52.6985   , 29.4118   , 84.375    , 75.5625   , 1060.23   , 1148.52   , 1118.71   , 985.078   , 0.57      , 1.5625    , 20.25     , 0         , 0         , 0         , 0         , 0.952394  , 0.90674   , 16.5      , 41.3611   , 43.6945   
    4.100, 2706.25   , 52.6985   , 29.0196   , 84.9141   , 76.6875   , 1073.2    , 1156.45   , 1123.4    , 985.078   , 0.06      , 1.17188   , 21        , 0         , 0         , 0         , 0         , 0.952394  , 0.924318  , 16.5      , 37.8056   , 44.5834   
    4.150, 2741      , 52.6985   , 29.0196   , 85.5      , 77.25     , 1076.64   , 1159.1    , 1126.56   , 985.078   , 0.24      , 1.17188   , 20.25     , 0         , 0         , 0         , 0         , 0.97339   , 0.937501  , 15.75     , 38.3334   , 44.6389   
    4.200, 2761.25   , 53.0571   , 28.6275   , 85.8516   , 79.1719   , 1098.48   , 1161.72   , 1127.3    , 985.078   , 0         , 1.17188   , 20.25     , 0         , 0         , 0         , 0         , 0.97339   , 0.944826  , 15.75     , 39.7778   , 46.1667   
    4.250, 2775.5    , 53.0571   , 29.0196   , 86.3672   , 80.1328   , 1108.52   , 1169.65   , 1130.82   , 985.078   , 0         , 1.17188   , 20.25     , 0         , 0         , 0         , 0         , 1         , 0.953615  , 15.75     , 41.2223   , 47.0278   
    4.300, 2802.5    , 53.0571   , 29.4118   , 87.2813   , 82.3594   , 1134.77   , 1177.58   , 1139.34   , 985.078   , 0.27      , 1.17188   , 20.25     , 0         , 0         , 0         , 0         , 1         , 0.966066  , 15.75     , 41.3889   , 47.5834   
    4.350, 2832.5    , 53.0571   , 29.4118   , 87.3047   , 82.8516   , 1136.99   , 1182.85   , 1135.74   , 985.078   , 0.36      , 1.17188   , 20.25     , 0         , 0         , 0         , 0         , 1         , 0.992677  , 15.75     , 42.5834   , 47.9445   
    4.400, 2862.5    , 53.0571   , 29.4118   , 87.9844   , 83.5781   , 1138.98   , 1182.85   , 1136.45   , 985.078   , 0         , 1.17188   , 18        , 0         , 0         , 0         , 0         , 1         , 1.00366   , 15.75     , 45.1111   , 48.5556   
    4.450, 2879.5    , 53.0571   , 29.4118   , 88.4766   , 85.0313   , 1153.91   , 1185.51   , 1138.52   , 985.078   , -0.15     , 1.17188   , 19.5      , 0         , 0         , 0         , 0         , 1         , 0.997072  , 15.75     , 45.9723   , 48.75     
    4.500, 2912      , 53.0571   , 29.8039   , 88.1016   , 86.6719   , 1184.26   , 1188.16   , 1142.5    , 985.078   , -0.06     , 1.17188   , 19.5      , 0         , 0         , 0         , 0         , 1         , 0.998537  , 15.75     , 47.0278   , 50.5278   
    4.550, 2930.75   , 53.0571   , 30.1961   , 88.6875   , 88.2422   , 1206.84   , 1196.05   , 1151.95   , 985.078   , 0.3       , 1.17188   , 21        , 0         , 0         , 0         , 0         , 1         , 1.00733   , 15.75     , 45.8611   , 50.7223   
    4.600, 2960      , 53.0571   , 30.1961   , 90.0234   , 87.1172   , 1191.21   , 1196.05   , 1166.29   , 985.078   , 0.96      , 3.125     , 21.75     , 0         , 0         , 0         , 0         , 1         , 1.01831   , 15.75     , 43        , 51.8334   
    4.650, 2983.75   , 52.6985   , 31.3726   , 91.2188   , 88.0078   , 1196.91   , 1198.71   , 1175.08   , 985.078   , 0.75      , 2.73438   , 21        , 0         , 0         , 0         , 0         , 1         , 1.03198   , 15.75     , 46        , 53.3056   
    4.700, 3020      , 46.2226   , 32.1569   , 90.2578   , 76.1016   , 1043.75   , 1203.98   , 1157.23   , 985.078   , -0.45     , 1.17188   , 21.75     , 0         , 0         , 0         , 0         , 1         , 1.02149   , 15.75     , 49.1667   , 55.25     
    4.750, 3037      , 34.7127   , 29.8039   , 89.6953   , 53.0391   , 985.078   , 1214.57   , 1147.73   , 985.078   , 0         , 0         , 21.75     , 0         , 0         , 0         , 0         , 1         , 1.01831   , 15.75     , 49.8612   , 53.2223   
    4.800, 3041.25   , 5.93423   , 21.5686   , 82.3594   , 39.0234   , 985.078   , 1246.25   , 1061.56   , 985.078   , 0         , 0         , 16.5      , 0         , 0         , 0         , 0         , 1         , 1.04004   , 15.75     , 38.0278   , 43.9723   
    4.850, 3044.25   , 0         , 14.1177   , 69.1406   , 34.3594   , 985.078   , 1267.38   , 909.219   , 985.078   , 0         , 0         , 14.25     , 0         , 0         , 0         , 0         , 1         , 1.04004   , 15        , 27.6667   , 29.7222   
