
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 32 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  10.02.2026 23:30:53.940

TimeStamp, nmot_w    , wped_w    , wdkba     , rl_w      , rlsol_w   , plsol_w   , pvdkds_w  , ps_w      , pus_w     , ldtvm     , zwout     , dwkrz_0   , dwkrz_2   , dwkrz_3   , dwkrz_1   , lamsbg_w  , lamsoni_w , tans      , msdk_w    , mshfm_w   
    2.200, 3172.75   , 0         , 5.4902    , 13.875    , 14.25     , 970.703   , 995.313   , 232.578   , 970.703   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.55556   , 8.11112   
    2.250, 3171.5    , 0         , 5.4902    , 13.8984   , 14.25     , 970.703   , 995.313   , 232.695   , 970.703   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.52778   , 8.72223   
    2.300, 3167.75   , 0         , 5.4902    , 13.8281   , 14.25     , 970.742   , 995.313   , 231.719   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.58334   , 8.3889    
    2.350, 3166      , 0         , 5.88235   , 13.8516   , 14.25     , 970.742   , 995.313   , 231.719   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.47223   , 8.36112   
    2.400, 3156.5    , 0         , 5.4902    , 13.8281   , 14.25     , 970.742   , 995.313   , 231.953   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.50001   , 8.80556   
    2.450, 3151.5    , 0         , 5.4902    , 13.7578   , 14.25     , 970.742   , 995.313   , 230.781   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.47223   , 8.05556   
    2.500, 3144.25   , 0         , 5.4902    , 13.8516   , 14.25     , 970.742   , 995.313   , 231.875   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.44445   , 8.66667   
    2.550, 3139.5    , 0         , 5.4902    , 13.8984   , 14.25     , 970.742   , 995.313   , 232.109   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.44445   , 8.3889    
    2.600, 3133.25   , 0         , 5.4902    , 13.875    , 14.25     , 970.742   , 995.313   , 231.719   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.47223   , 8.1389    
    2.650, 3120.75   , 0         , 5.4902    , 13.875    , 14.25     , 970.742   , 992.656   , 231.211   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.41667   , 8.25001   
    2.700, 3121      , 0         , 5.4902    , 13.875    , 14.25     , 970.742   , 992.656   , 231.016   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.41667   , 8.16667   
    2.750, 3106.75   , 0         , 5.4902    , 14.0625   , 14.25     , 970.742   , 992.656   , 233.008   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.41667   , 8.69445   
    2.800, 3100.25   , 0         , 5.4902    , 13.9688   , 14.25     , 970.742   , 992.656   , 231.719   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.3889    , 8.08334   
    2.850, 3097.5    , 0         , 5.4902    , 13.9922   , 14.25     , 970.742   , 992.656   , 231.836   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.3889    , 8.11112   
    2.900, 3094.5    , 0         , 5.4902    , 14.0859   , 14.25     , 970.703   , 992.656   , 232.93    , 970.703   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.33334   , 8.61112   
    2.950, 3085      , 0         , 5.4902    , 13.9453   , 14.25     , 970.703   , 992.656   , 230.859   , 970.703   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.30556   , 7.77778   
    3.000, 3080.25   , 0         , 5.4902    , 14.0391   , 14.25     , 970.781   , 992.656   , 231.797   , 970.781   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.27778   , 8.36112   
    3.050, 3072.75   , 0         , 5.4902    , 14.1797   , 14.25     , 970.781   , 990.039   , 233.32    , 970.781   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.25001   , 8.55556   
    3.100, 3066.75   , 0         , 5.4902    , 14.2734   , 14.25     , 970.781   , 992.656   , 234.141   , 970.781   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.25001   , 8.30556   
    3.150, 3058.25   , 0         , 5.4902    , 14.2969   , 14.25     , 970.781   , 992.656   , 234.258   , 970.781   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.22223   , 8.55556   
    3.200, 3060.75   , 0         , 5.4902    , 14.2734   , 14.25     , 970.742   , 992.656   , 233.945   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.25001   , 8.27778   
    3.250, 3049      , 0         , 5.4902    , 14.2734   , 14.25     , 970.742   , 990.039   , 233.906   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 4.5       , 8.22223   , 8.27778   
    3.300, 3043.75   , 0         , 5.4902    , 14.3203   , 14.25     , 970.742   , 990.039   , 234.219   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.22223   , 7.86112   
    3.350, 3039.5    , 0         , 5.4902    , 14.1563   , 14.25     , 970.742   , 990.039   , 232.07    , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.11112   , 8.25001   
    3.400, 3031.5    , 0         , 5.4902    , 14.2266   , 14.25     , 970.742   , 990.039   , 231.172   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.1389    , 7.8889    
    3.450, 3025.25   , 0         , 5.4902    , 14.2266   , 14.25     , 970.742   , 990.039   , 230.859   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.11112   , 7.97223   
    3.500, 3022.5    , 0         , 5.4902    , 14.1797   , 14.25     , 970.742   , 987.383   , 230.313   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.11112   , 8.05556   
    3.550, 3017.5    , 0         , 5.4902    , 14.1328   , 14.25     , 970.742   , 987.383   , 229.531   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.11112   , 8.02778   
    3.600, 3009      , 0         , 5.4902    , 14.1094   , 14.25     , 970.742   , 987.383   , 229.023   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.11112   , 7.91667   
    3.650, 3005.5    , 0         , 5.4902    , 14.1094   , 14.25     , 970.742   , 990.039   , 228.945   , 970.742   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.05556   , 8.27778   
    3.700, 3000.5    , 0         , 5.4902    , 14.0859   , 14.25     , 970.781   , 990.039   , 228.477   , 970.781   , 0         , 4.5       , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.11112   , 8.11112   
    3.750, 2993      , 0         , 5.4902    , 14.1328   , 14.25     , 970.781   , 987.383   , 228.984   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.1389    , 7.83334   
    3.800, 2990.25   , 0         , 5.4902    , 14.2031   , 14.25     , 970.781   , 987.383   , 229.922   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.1389    , 7.72223   
    3.850, 2981.5    , 0         , 5.4902    , 14.1563   , 14.25     , 970.781   , 987.383   , 229.258   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.00001   , 8.25001   
    3.900, 2980      , 0         , 5.4902    , 14.0625   , 14.25     , 970.781   , 987.383   , 228.164   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.00001   , 7.97223   
    3.950, 2968      , 0         , 5.4902    , 14.1797   , 14.25     , 970.781   , 984.727   , 229.727   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.97223   , 8.08334   
    4.000, 2971.75   , 0         , 5.4902    , 14.25     , 14.25     , 970.781   , 987.383   , 230.508   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.94445   , 8.08334   
    4.050, 2958.5    , 0         , 5.4902    , 14.1094   , 14.25     , 970.781   , 984.727   , 228.789   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 8.00001   , 7.63889   
    4.100, 2961      , 0         , 5.4902    , 14.2031   , 14.25     , 970.82    , 984.727   , 230.117   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.97223   , 8.16667   
    4.150, 2948.5    , 0         , 5.4902    , 14.3672   , 14.25     , 970.82    , 984.727   , 232.148   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.97223   , 8.58334   
    4.200, 2946.75   , 0         , 5.4902    , 14.2266   , 14.25     , 970.82    , 984.727   , 230.469   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.97223   , 7.91667   
    4.250, 2936.75   , 0         , 5.4902    , 14.3203   , 14.25     , 970.82    , 984.727   , 231.445   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.8889    , 8.19445   
    4.300, 2929.5    , 0         , 5.4902    , 14.3438   , 14.25     , 970.82    , 984.727   , 231.914   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.91667   , 7.94445   
    4.350, 2931.75   , 0         , 5.4902    , 14.2266   , 14.25     , 970.82    , 984.727   , 230.508   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.91667   , 7.86112   
    4.400, 2922.25   , 0         , 5.4902    , 14.2266   , 14.25     , 970.781   , 984.727   , 230.391   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.83334   , 7.97223   
    4.450, 2925.75   , 0         , 5.4902    , 14.1563   , 14.25     , 970.781   , 984.727   , 229.57    , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.86112   , 7.58334   
    4.500, 2908.75   , 0         , 5.4902    , 14.2031   , 14.25     , 970.781   , 984.727   , 230.391   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.86112   , 8.36112   
    4.550, 2913.25   , 0         , 5.4902    , 14.1563   , 14.25     , 970.781   , 984.727   , 229.766   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.86112   , 7.94445   
    4.600, 2904.25   , 0         , 5.4902    , 14.3672   , 14.25     , 970.781   , 982.109   , 232.188   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.86112   , 8.16667   
    4.650, 2900.75   , 0         , 5.09804   , 14.1563   , 14.25     , 970.781   , 982.109   , 229.805   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.77778   , 7.58334   
    4.700, 2899.5    , 0         , 5.09804   , 14.25     , 14.25     , 970.781   , 982.109   , 230.781   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.86112   , 7.69445   
    4.750, 2887.5    , 0         , 5.09804   , 14.2734   , 14.25     , 970.781   , 982.109   , 231.133   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.86112   , 8.05556   
    4.800, 2887.75   , 0         , 5.09804   , 14.1797   , 14.25     , 970.781   , 982.109   , 230.234   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.86112   , 7.63889   
    4.850, 2877.75   , 0         , 5.09804   , 14.25     , 14.25     , 970.781   , 982.109   , 230.898   , 970.781   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.80556   , 7.86112   
    4.900, 2883      , 0         , 5.09804   , 14.2266   , 14.25     , 970.82    , 982.109   , 230.625   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.77778   , 7.69445   
    4.950, 2871.75   , 0         , 5.09804   , 14.2031   , 14.25     , 970.82    , 982.109   , 230.352   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.72223   , 7.55556   
    5.000, 2863      , 0         , 5.09804   , 13.9922   , 14.25     , 970.82    , 982.109   , 227.969   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.66667   , 7.50001   
    5.050, 2861.5    , 0         , 5.09804   , 14.1094   , 14.25     , 970.82    , 982.109   , 229.336   , 970.82    , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.66667   , 7.8889    
    5.100, 2852.5    , 0         , 5.09804   , 14.1094   , 14.25     , 970.859   , 982.109   , 229.336   , 970.859   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.66667   , 7.72223   
    5.150, 2852.25   , 0         , 5.09804   , 14.1094   , 14.25     , 970.859   , 979.453   , 229.492   , 970.859   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.66667   , 7.44445   
    5.200, 2838      , 0         , 5.09804   , 14.2031   , 14.25     , 970.859   , 979.453   , 230.625   , 970.859   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.63889   , 7.50001   
    5.250, 2839      , 0         , 5.09804   , 14.25     , 14.25     , 970.859   , 982.109   , 231.211   , 970.859   , 0         , 3.75      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 5.25      , 7.66667   , 7.97223   
