
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 40 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  06.02.2026 18:03:39.399

TimeStamp, fr_w      , fra_w     , lamsbg_w  , ldtvm     , msdk_w    , mshfm_w   , nmot_w    , plsol_w   , ps_w      , pus_w     , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , ti_b1     , vfil_w    , wdkba     , wped_w    , zwout     
    0.400, 0.916932  , 0.91803   , 1         , 0         , 14.75     , 13.9722   , 1875.25   , 970.234   , 571.875   , 970.234   , 1005.86   , -0.75     , 41.3438   , 118.5     , 118.57    , 41.6953   , 565       , 2.928     , 38.8438   , 8.2353    , 24.8203   , 27        
    0.450, 0.893372  , 0.91803   , 1         , 0         , 14.7222   , 14.4167   , 1871      , 970.234   , 570.82    , 970.234   , 1005.86   , -0.75     , 41.2734   , 118.547   , 118.734   , 41.625    , 565       , 2.884     , 38.8672   , 8.2353    , 24.8203   , 26.25     
    0.500, 0.870392  , 0.91803   , 1         , 0         , 14.5556   , 14.1945   , 1868.75   , 970.234   , 569.648   , 970.234   , 1003.24   , -0.75     , 41.1797   , 118.711   , 118.57    , 41.7891   , 565       , 2.832     , 38.9219   , 8.2353    , 24.8203   , 27        
    0.550, 0.848694  , 0.91803   , 1         , 0         , 14.6667   , 14.1389   , 1880      , 970.234   , 568.477   , 970.234   , 1003.24   , -0.75     , 41.0859   , 118.547   , 118.664   , 41.625    , 565       , 2.8       , 38.9375   , 8.2353    , 24.8203   , 27        
    0.600, 0.831574  , 0.91803   , 1         , 0         , 14.6111   , 13.6389   , 1878.5    , 970.234   , 567.422   , 970.234   , 1003.24   , -0.75     , 40.9922   , 118.641   , 118.898   , 41.5781   , 565       , 2.768     , 38.9766   , 8.2353    , 24.8203   , 27.75     
    0.650, 0.816681  , 0.91803   , 1         , 0         , 14.6945   , 14.1945   , 1872.5    , 970.234   , 569.492   , 970.234   , 1000.59   , -0.75     , 39.7031   , 119.203   , 118.805   , 41.7188   , 565       , 2.688     , 39.0078   , 8.2353    , 24.8203   , 29.25     
    0.700, 0.806     , 0.91803   , 1         , 0         , 14.75     , 13.9445   , 1878      , 970.234   , 568.672   , 970.234   , 1000.59   , -0.75     , 39.1406   , 117.469   , 118.711   , 42.5156   , 565       , 2.624     , 39.0547   , 8.2353    , 25.1789   , 30.75     
    0.750, 0.798401  , 0.91803   , 1         , 0         , 14.75     , 14.3056   , 1876      , 970.234   , 577.656   , 970.234   , 997.969   , -0.75     , 38.8828   , 118.57    , 118.852   , 42        , 565       , 2.64      , 39.0547   , 8.2353    , 25.1789   , 32.25     
    0.800, 0.794831  , 0.91803   , 1         , 0         , 15.1111   , 14.8333   , 1876.75   , 970.234   , 584.063   , 970.234   , 995.313   , -0.75     , 39.0703   , 117.844   , 118.781   , 42.3984   , 565       , 2.676     , 39.0781   , 8.62745   , 25.1789   , 33.75     
    0.850, 0.79004   , 0.91803   , 1         , 0         , 15.0556   , 14.6111   , 1881      , 970.234   , 590.039   , 970.234   , 995.313   , -0.75     , 39.5625   , 118.43    , 118.852   , 42.1641   , 565       , 2.668     , 39.1094   , 8.62745   , 25.1789   , 33.75     
    0.900, 0.786866  , 0.91803   , 1         , 0         , 15.0556   , 14.75     , 1876.5    , 970.234   , 596.641   , 970.234   , 995.313   , -0.75     , 40.0781   , 118.875   , 118.922   , 42.3047   , 565       , 2.684     , 39.125    , 8.62745   , 25.1789   , 33        
    0.950, 0.786378  , 0.91803   , 1         , 0         , 15        , 14.4445   , 1879.5    , 970.234   , 599.57    , 970.234   , 995.313   , -0.75     , 40.2891   , 118.875   , 118.781   , 42.5391   , 565       , 2.68      , 39.1328   , 8.62745   , 25.1789   , 33        
    1.000, 0.785615  , 0.91803   , 1         , 0         , 15        , 14.3889   , 1879.25   , 970.234   , 602.578   , 970.234   , 992.656   , -0.75     , 40.5469   , 118.758   , 118.805   , 43.1953   , 565       , 2.696     , 39.1484   , 8.62745   , 25.539    , 33        
    1.050, 0.76117   , 0.91803   , 1         , 0         , 14.9445   , 14.5556   , 1875.75   , 970.234   , 602.969   , 970.234   , 992.656   , -0.75     , 40.5703   , 118.805   , 118.852   , 43.2656   , 565       , 2.704     , 39.1719   , 8.62745   , 25.539    , 33        
    1.100, 0.758912  , 0.91803   , 1         , 0         , 15.1667   , 15.4722   , 1876.25   , 970.234   , 608.125   , 970.234   , 992.656   , -0.75     , 40.9688   , 118.805   , 118.734   , 43.9688   , 565       , 2.692     , 39.1797   , 9.01961   , 25.8991   , 33        
    1.150, 0.757996  , 0.91803   , 1         , 0         , 15.5556   , 15.3333   , 1886      , 970.234   , 613.984   , 970.234   , 992.656   , -0.75     , 41.4609   , 118.758   , 118.992   , 44.4609   , 565       , 2.7       , 39.1719   , 9.01961   , 26.2592   , 32.25     
    1.200, 0.75821   , 0.91803   , 1         , 0         , 15.8056   , 15.5      , 1882      , 970.234   , 619.336   , 970.234   , 990.039   , -0.75     , 41.9063   , 119.016   , 118.992   , 45.2109   , 565       , 2.728     , 39.2109   , 9.41177   , 26.6178   , 32.25     
    1.250, 0.758484  , 0.91803   , 1         , 0         , 15.8889   , 15.9445   , 1879.25   , 970.234   , 627.969   , 970.234   , 990.039   , -0.75     , 42.5391   , 118.945   , 118.852   , 46.8516   , 565       , 2.772     , 39.2188   , 9.41177   , 27.338    , 32.25     
    1.300, 0.808564  , 0.91803   , 1         , 0         , 16.6945   , 16        , 1887.75   , 970.234   , 634.492   , 970.234   , 990.039   , -0.75     , 43.0781   , 118.852   , 119.016   , 46.7109   , 565       , 2.872     , 39.2344   , 9.80392   , 27.338    , 31.5      
    1.350, 0.807709  , 0.91803   , 1         , 0         , 16.6389   , 16.6945   , 1884.75   , 970.234   , 647.695   , 970.234   , 990.039   , -0.75     , 44.1328   , 119.039   , 119.063   , 46.7109   , 565       , 2.952     , 39.25     , 9.80392   , 27.338    , 31.5      
    1.400, 0.806244  , 0.91803   , 1         , 0         , 16.6111   , 16.2778   , 1886.25   , 970.234   , 653.516   , 970.234   , 990.039   , -0.75     , 44.6016   , 119.063   , 119.063   , 47.4609   , 565       , 2.94      , 39.2734   , 9.80392   , 27.6981   , 30.75     
    1.450, 0.805787  , 0.91803   , 1         , 0         , 16.8056   , 17.1111   , 1893.5    , 970.234   , 660.82    , 970.234   , 987.383   , -0.75     , 45.1875   , 119.039   , 119.063   , 47.2969   , 565       , 3.008     , 39.2813   , 10.1961   , 27.6981   , 30.75     
    1.500, 0.802552  , 0.91803   , 1         , 0         , 16.9445   , 16.75     , 1892.75   , 970.234   , 669.961   , 970.234   , 987.383   , -0.75     , 45.9375   , 119.086   , 119.227   , 47.2734   , 565       , 2.996     , 39.3047   , 10.1961   , 27.6981   , 30        
    1.550, 0.801148  , 0.91803   , 1         , 0         , 16.9167   , 17.3333   , 1891.75   , 970.234   , 673.75    , 970.234   , 990.039   , -0.75     , 46.2422   , 119.227   , 119.227   , 47.3438   , 565       , 3.028     , 39.3359   , 10.1961   , 27.6981   , 30        
    1.600, 0.747193  , 0.91803   , 1         , 0         , 16.8889   , 17.5833   , 1896.25   , 970.234   , 681.484   , 970.234   , 987.383   , -0.75     , 46.8516   , 119.203   , 119.203   , 47.3672   , 565       , 2.952     , 39.375    , 10.1961   , 27.6981   , 30        
    1.650, 0.747162  , 0.91803   , 1         , 0         , 16.9445   , 17.1389   , 1901.75   , 970.234   , 683.555   , 970.234   , 990.039   , -0.75     , 47.0391   , 119.25    , 119.414   , 46.4531   , 565       , 2.904     , 39.3984   , 10.1961   , 27.338    , 30        
    1.700, 0.747651  , 0.91803   , 1         , 0         , 16.9167   , 17.3056   , 1896.25   , 970.234   , 684.883   , 970.234   , 990.039   , -0.75     , 47.1328   , 119.367   , 119.32    , 46.5703   , 565       , 2.916     , 39.4297   , 10.1961   , 27.338    , 30        
    1.750, 0.747834  , 0.91803   , 1         , 0         , 16.8333   , 16.2778   , 1895.5    , 970.234   , 684.258   , 970.234   , 990.039   , -0.75     , 47.0625   , 119.273   , 119.25    , 46.6172   , 565       , 2.856     , 39.4688   , 10.1961   , 27.338    , 29.25     
    1.800, 0.749634  , 0.91803   , 1         , 0         , 16.8611   , 16.6945   , 1904      , 970.234   , 679.297   , 970.234   , 990.039   , -0.75     , 46.7109   , 119.273   , 119.391   , 46.3828   , 565       , 2.868     , 39.4922   , 9.80392   , 27.338    , 30        
    1.850, 0.750886  , 0.91803   , 1         , 0         , 16.8889   , 16.3889   , 1902.75   , 970.234   , 674.805   , 970.234   , 990.039   , -0.75     , 46.3594   , 119.414   , 119.461   , 46.4531   , 565       , 2.844     , 39.5156   , 10.1961   , 27.338    , 30        
    1.900, 0.802369  , 0.91803   , 1         , 0         , 16.8056   , 16.8889   , 1905.25   , 970.234   , 675.547   , 970.234   , 990.039   , -0.75     , 46.4297   , 119.461   , 119.508   , 46.4531   , 565       , 2.968     , 39.5625   , 10.1961   , 27.338    , 30        
    1.950, 0.805726  , 0.91803   , 1         , 0         , 16.7222   , 16.9167   , 1915      , 970.234   , 673.75    , 970.234   , 990.039   , -0.75     , 46.2891   , 119.508   , 119.508   , 46.2891   , 565       , 2.968     , 39.5938   , 10.1961   , 27.338    , 30        
    2.000, 0.805634  , 0.91803   , 1         , 0         , 16.8333   , 16.9445   , 1913.75   , 970.234   , 671.406   , 970.234   , 990.039   , -0.75     , 46.1484   , 119.555   , 119.836   , 46.2422   , 565       , 2.968     , 39.625    , 10.1961   , 27.338    , 30        
    2.050, 0.80835   , 0.91803   , 1         , 0         , 16.8333   , 16.6389   , 1910.25   , 970.234   , 669.648   , 970.234   , 990.039   , -0.75     , 46.0078   , 119.836   , 119.766   , 46.3359   , 565       , 2.948     , 39.6641   , 9.80392   , 27.338    , 30        
    2.100, 0.807557  , 0.91803   , 1         , 0         , 16.5556   , 16.5556   , 1916.75   , 970.234   , 666.445   , 970.234   , 990.039   , -0.75     , 45.7266   , 119.719   , 119.672   , 46.3359   , 565       , 2.94      , 39.7266   , 9.80392   , 27.338    , 30        
    2.150, 0.808198  , 0.91803   , 1         , 0         , 16.6111   , 16.5      , 1916.75   , 970.234   , 662.031   , 970.234   , 990.039   , -0.75     , 45.4219   , 119.695   , 119.836   , 46.2188   , 565       , 2.928     , 39.7578   , 9.80392   , 27.338    , 30.75     
    2.200, 0.757203  , 0.91803   , 1         , 0         , 16.75     , 16.5278   , 1915.75   , 970.234   , 659.961   , 970.234   , 990.039   , -0.75     , 45.2344   , 119.813   , 119.789   , 46.2188   , 565       , 2.824     , 39.7969   , 9.80392   , 27.338    , 30.75     
    2.250, 0.757538  , 0.91803   , 1         , 0         , 16.75     , 16.2778   , 1921.5    , 970.234   , 657.227   , 970.234   , 990.039   , -0.75     , 45.0469   , 119.789   , 119.859   , 46.1719   , 565       , 2.804     , 39.8281   , 9.80392   , 27.338    , 30.75     
    2.300, 0.759553  , 0.91803   , 1         , 0         , 16.8056   , 16.75     , 1922.75   , 970.234   , 659.219   , 970.234   , 990.039   , -0.75     , 45.2109   , 119.883   , 120       , 46.1484   , 565       , 2.832     , 39.8828   , 9.80392   , 27.338    , 30.75     
    2.350, 0.76117   , 0.91803   , 1         , 0         , 16.6667   , 16.9722   , 1926.25   , 970.234   , 658.906   , 970.234   , 990.039   , -0.75     , 45.1875   , 119.977   , 119.977   , 46.1016   , 565       , 2.848     , 39.9063   , 9.80392   , 27.338    , 30.75     
    2.400, 0.764161  , 0.91803   , 1         , 0         , 16.8056   , 16.1389   , 1926      , 970.234   , 654.492   , 970.234   , 990.039   , -0.75     , 44.8594   , 119.977   , 120.07    , 46.1016   , 565       , 2.8       , 39.9609   , 9.80392   , 27.338    , 30.75     
    2.450, 0.766968  , 0.91803   , 1         , 0         , 16.8611   , 16.5      , 1927.5    , 970.234   , 652.5     , 970.234   , 990.039   , -0.75     , 44.6953   , 120.07    , 120.07    , 46.0781   , 565       , 2.812     , 40.0078   , 10.1961   , 27.338    , 30.75     
    2.500, 0.819977  , 0.91803   , 1         , 0         , 17.0278   , 16.6945   , 1932      , 970.234   , 655.938   , 970.234   , 990.039   , -0.75     , 44.9766   , 120.047   , 120.094   , 46.0313   , 565       , 2.936     , 40.0391   , 10.1961   , 27.338    , 30.75     
    2.550, 0.824738  , 0.91803   , 1         , 0         , 16.9722   , 16.6111   , 1934      , 970.234   , 659.727   , 970.234   , 990.039   , -0.75     , 45.3047   , 120.117   , 120.258   , 46.0078   , 565       , 2.956     , 40.0859   , 10.1961   , 27.338    , 30.75     
    2.600, 0.828034  , 0.91803   , 1         , 0         , 16.9167   , 16.3333   , 1934.25   , 970.234   , 659.453   , 970.234   , 990.039   , -0.75     , 45.2813   , 120.258   , 120.281   , 45.9375   , 565       , 2.944     , 40.1406   , 10.1961   , 27.338    , 30.75     
    2.650, 0.829926  , 0.91803   , 1         , 0         , 16.9167   , 16.5833   , 1935      , 970.234   , 659.727   , 970.234   , 990.039   , -0.75     , 45.3047   , 120.281   , 120.305   , 46.0313   , 565       , 2.956     , 40.1797   , 10.1961   , 27.338    , 30.75     
    2.700, 0.829682  , 0.91803   , 1         , 0         , 16.75     , 17.25     , 1939.5    , 970.234   , 661.68    , 970.234   , 990.039   , -0.75     , 45.4688   , 120.305   , 120.352   , 46.6641   , 565       , 3.008     , 40.2266   , 10.1961   , 27.6981   , 30.75     
    2.750, 0.82895   , 0.91803   , 1         , 0         , 16.8611   , 16.4722   , 1943.75   , 970.234   , 659.023   , 970.234   , 990.039   , -0.75     , 45.2813   , 120.352   , 120.422   , 46.5938   , 565       , 2.952     , 40.2578   , 10.1961   , 27.6981   , 30.75     
    2.800, 0.777833  , 0.91803   , 1         , 0         , 16.8889   , 17.4445   , 1941.25   , 970.234   , 662.734   , 970.234   , 990.039   , -0.75     , 45.5859   , 120.445   , 120.516   , 46.6641   , 565       , 2.908     , 40.3203   , 10.1961   , 27.6981   , 30.75     
    2.850, 0.774933  , 0.91803   , 1         , 0         , 17.0833   , 16.8333   , 1944.25   , 970.234   , 662.266   , 970.234   , 990.039   , -0.75     , 45.5391   , 120.516   , 120.516   , 46.5703   , 565       , 2.86      , 40.3438   , 10.1961   , 27.6981   , 30.75     
    2.900, 0.773865  , 0.916993  , 1         , 0         , 17.1667   , 16.3889   , 1950      , 970.234   , 660.156   , 970.234   , 990.039   , -0.75     , 45.3984   , 120.516   , 120.609   , 46.5234   , 565       , 2.836     , 40.3906   , 10.1961   , 27.6981   , 30.75     
    2.950, 0.772339  , 0.916993  , 1         , 0         , 17.1111   , 17.0833   , 1948.75   , 970.234   , 660.664   , 970.234   , 990.039   , -0.75     , 45.4453   , 120.633   , 120.656   , 46.5469   , 565       , 2.868     , 40.4375   , 10.1961   , 27.6981   , 30.75     
    3.000, 0.774964  , 0.916993  , 1         , 0         , 17.1111   , 17.1945   , 1953.25   , 970.234   , 662.969   , 970.234   , 990.039   , -0.75     , 45.6328   , 120.633   , 120.609   , 46.5234   , 565       , 2.876     , 40.4844   , 10.1961   , 27.6981   , 30.75     
    3.050, 0.772675  , 0.916993  , 1         , 0         , 17.1667   , 16.7222   , 1954      , 970.234   , 662.813   , 970.234   , 990.039   , -0.75     , 45.6328   , 120.633   , 120.703   , 46.4766   , 565       , 2.844     , 40.5078   , 10.1961   , 27.6981   , 30.75     
    3.100, 0.826539  , 0.915955  , 1         , 0         , 17.3056   , 16.8611   , 1952.5    , 970.234   , 660.625   , 970.234   , 990.039   , -0.75     , 45.4688   , 120.703   , 120.703   , 46.5      , 565       , 2.964     , 40.5625   , 10.1961   , 27.6981   , 30.75     
    3.150, 0.828034  , 0.915955  , 1         , 0         , 17.1667   , 17.2222   , 1957.25   , 970.234   , 660.586   , 970.234   , 990.039   , -0.75     , 45.4688   , 120.68    , 120.68    , 46.4063   , 565       , 2.984     , 40.6016   , 10.1961   , 27.6981   , 30.75     
    3.200, 0.82837   , 0.915955  , 1         , 0         , 17.1945   , 17        , 1963      , 970.234   , 662.813   , 970.234   , 990.039   , -0.75     , 45.6563   , 120.68    , 120.703   , 46.2656   , 565       , 2.976     , 40.6406   , 10.1961   , 27.6981   , 30.75     
    3.250, 0.831849  , 0.915955  , 1         , 0         , 17.2222   , 17.4167   , 1963      , 970.234   , 664.57    , 970.234   , 990.039   , -0.75     , 45.8203   , 120.727   , 120.75    , 46.2422   , 565       , 3.012     , 40.6797   , 10.1961   , 27.6981   , 30.75     
    3.300, 0.832947  , 0.914948  , 1         , 0         , 17.2778   , 17.4445   , 1963.75   , 970.234   , 665.273   , 970.234   , 992.656   , -0.75     , 45.8672   , 120.75    , 120.75    , 46.2891   , 565       , 3         , 40.7422   , 10.1961   , 27.6981   , 30        
    3.350, 0.830933  , 0.914948  , 1         , 0         , 17.1667   , 17.3611   , 1966.75   , 970.234   , 666.172   , 970.234   , 990.039   , -0.75     , 45.9609   , 120.75    , 120.773   , 46.2422   , 565       , 3.008     , 40.7656   , 10.1961   , 27.6981   , 30        
    3.400, 0.779755  , 0.914948  , 1         , 0         , 17.2222   , 17.3333   , 1966.5    , 970.234   , 664.414   , 970.234   , 992.656   , -0.75     , 45.8438   , 120.773   , 120.773   , 46.1484   , 565       , 2.876     , 40.8125   , 10.1961   , 27.6981   , 30        
    3.450, 0.77768   , 0.914948  , 1         , 0         , 17.3889   , 17.0278   , 1967.75   , 970.234   , 661.836   , 970.234   , 992.656   , -0.75     , 45.6328   , 120.75    , 120.773   , 46.2188   , 565       , 2.856     , 40.8516   , 10.1961   , 27.6981   , 30.75     
    3.500, 0.778321  , 0.913911  , 1         , 0         , 17.1945   , 17.3889   , 1972.25   , 970.234   , 662.891   , 970.234   , 990.039   , -0.75     , 45.7266   , 120.773   , 120.773   , 46.1016   , 565       , 2.892     , 40.8984   , 10.1961   , 27.6981   , 30.75     
    3.550, 0.777863  , 0.913911  , 1         , 0         , 17.3889   , 17.0278   , 1979      , 970.234   , 660.664   , 970.234   , 992.656   , -0.75     , 45.5625   , 120.797   , 120.82    , 45.9375   , 565       , 2.856     , 40.9297   , 10.1961   , 27.6981   , 30.75     
    3.600, 0.780091  , 0.913911  , 1         , 0         , 17.3611   , 17.6111   , 1977.5    , 970.234   , 662.734   , 970.234   , 992.656   , -0.75     , 45.75     , 120.844   , 120.844   , 45.9844   , 565       , 2.892     , 40.9844   , 10.1961   , 27.6981   , 30.75     
    3.650, 0.782502  , 0.913911  , 1         , 0         , 17.2222   , 17.1945   , 1980.5    , 970.234   , 665.508   , 970.234   , 992.656   , -0.75     , 45.9844   , 120.867   , 120.844   , 45.9375   , 565       , 2.884     , 41.0313   , 10.1961   , 27.6981   , 30        
    3.700, 0.835969  , 0.912934  , 1         , 0         , 17.3611   , 17.6945   , 1984.25   , 970.234   , 667.852   , 970.234   , 990.039   , -0.75     , 46.1719   , 120.844   , 120.867   , 45.8672   , 565       , 3.04      , 41.0859   , 10.1961   , 27.6981   , 30        
    3.750, 0.837891  , 0.912934  , 1         , 0         , 17.3889   , 17.3056   , 1985.25   , 970.234   , 666.836   , 970.234   , 992.656   , -0.75     , 46.1016   , 120.867   , 120.891   , 47.2969   , 565       , 3.004     , 41.125    , 10.1961   , 28.4168   , 30        
    3.800, 0.837678  , 0.912934  , 1         , 0         , 17.6667   , 17.0556   , 1988.25   , 1429.18   , 664.141   , 970.234   , 992.656   , -0.75     , 45.8906   , 120.891   , 120.891   , 101.016   , 565       , 3.088     , 41.1953   , 11.3726   , 56.4751   , 30        
    3.850, 0.837128  , 0.912934  , 1         , 1.17188   , 36.1389   , 32.1389   , 1991      , 1607.54   , 773.438   , 970.234   , 966.25    , -0.75     , 54.5859   , 120.891   , 120.914   , 120.891   , 565       , 4.412     , 41.2188   , 20        , 99.9999   , 26.25     
    3.900, 1.00186   , 0.911957  , 1         , 1.17188   , 35.1111   , 43.8889   , 2021.75   , 1607.58   , 967.227   , 970.234   , 960.977   , -0.75     , 70.0313   , 120.961   , 120.938   , 120.961   , 565       , 5.868     , 41.2656   , 40.3922   , 99.9999   , 16.5      
    3.950, 1         , 0.911957  , 1         , 1.17188   , 30.2778   , 33.1667   , 2045.25   , 1605.66   , 1038.95   , 970.234   , 971.523   , -0.75     , 75.9141   , 121.242   , 121.172   , 121.242   , 565       , 5.352     , 41.2969   , 61.5686   , 99.9999   , 15        
    4.000, 1         , 0.911957  , 1         , 1.17188   , 31.6389   , 32.3056   , 1990      , 1597.77   , 1080.94   , 970.234   , 984.727   , -0.75     , 79.6172   , 121.055   , 121.172   , 121.055   , 565       , 5.564     , 41.375    , 77.6471   , 99.9999   , 14.25     
    4.050, 1         , 0.911957  , 1         , 1.17188   , 31.9445   , 31.5556   , 2021.75   , 1591.37   , 1087.73   , 970.234   , 990.039   , -0.75     , 80.625    , 121.148   , 120.938   , 121.148   , 565       , 5.52      , 41.4297   , 85.8824   , 99.9999   , 14.25     
    4.100, 1         , 0.911957  , 1         , 1.17188   , 32        , 33.7778   , 2040.25   , 1584.57   , 1101.72   , 970.234   , 995.313   , -0.75     , 81.9609   , 121.031   , 121.148   , 121.031   , 565       , 5.6       , 41.5313   , 91.3726   , 99.9999   , 12.75     
    4.150, 1         , 0.911957  , 1         , 1.17188   , 32.5834   , 34.0278   , 2025.25   , 1580.43   , 1112.27   , 970.234   , 1003.24   , -0.75     , 83.3438   , 121.406   , 121.172   , 121.406   , 565       , 5.656     , 41.625    , 94.5098   , 99.9999   , 12.75     
    4.200, 1         , 0.911957  , 0.945314  , 1.17188   , 32.8056   , 33.6389   , 2045.75   , 1561.25   , 1116.02   , 970.234   , 1005.86   , -0.75     , 84.375    , 120.516   , 121.172   , 120.516   , 565       , 5.692     , 41.7656   , 96.8628   , 99.9999   , 10.5      
    4.250, 1         , 0.911957  , 0.945314  , 1.17188   , 33.8889   , 34.3889   , 2053      , 1564.61   , 1121.37   , 970.234   , 1013.79   , -0.75     , 85.5703   , 121.313   , 121.289   , 121.313   , 570       , 5.968     , 41.8594   , 97.2549   , 99.9999   , 9         
    4.300, 1         , 0.911957  , 0.93921   , 1.17188   , 34.1389   , 34        , 2055.25   , 1572.34   , 1120.94   , 970.234   , 1019.1    , -0.75     , 85.8281   , 122.203   , 121.266   , 122.203   , 570       , 5.944     , 42.0313   , 98.8236   , 99.9999   , 12.75     
    4.350, 1         , 0.911957  , 0.93921   , 1.17188   , 34.1111   , 35.4723   , 2075.75   , 1558.55   , 1120.47   , 970.234   , 1026.99   , -0.75     , 86.1094   , 121.289   , 121.406   , 121.289   , 570       , 5.952     , 42.1406   , 99.2157   , 99.9999   , 9         
    4.400, 1         , 0.911957  , 0.933839  , 1.17188   , 34.2778   , 33.9445   , 2078.5    , 1561.37   , 1114.3    , 970.234   , 1032.3    , -0.75     , 85.7578   , 121.852   , 121.43    , 121.617   , 570       , 5.908     , 42.3125   , 99.2157   , 99.9999   , 12.75     
    4.450, 1         , 0.911957  , 0.933839  , 1.17188   , 34.5      , 35.2778   , 2086.75   , 1556.6    , 1114.84   , 970.234   , 1037.58   , -0.75     , 86.0625   , 122.063   , 121.453   , 121.547   , 570       , 5.912     , 42.4375   , 99.6079   , 99.9999   , 13.5      
    4.500, 1         , 0.911957  , 0.928957  , 1.17188   , 35.3611   , 36.5278   , 2095.5    , 1558.05   , 1125.78   , 970.234   , 1042.85   , -0.75     , 86.9063   , 121.617   , 121.523   , 121.617   , 570       , 5.98      , 42.625    , 100       , 99.9999   , 12.75     
