
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 44 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  08.02.2026 15:03:10.319

TimeStamp, fr_w      , fra_w     , lamsbg_w  , lamsoni_w , ldrlts_w  , ldtvm     , msdk_w    , mshfm_w   , nmot_w    , plsol_w   , ps_w      , pus_w     , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , ti_b1     , vfil_w    , wdkba     , wped_w    , zwout     
    1.500, 1         , 0.85727   , 1         , 0.913331  , 159.094   , 0         , 26.4722   , 27.1111   , 2318.25   , 990.039   , 795.469   , 990.039   , 1005.86   , 0         , 59.1328   , 125.602   , 123.094   , 61.9922   , 595       , 4.072     , 48.2109   , 16.0784   , 35.9716   , 24.75     
    1.550, 1         , 0.85727   , 1         , 0.919923  , 159.094   , 0         , 26.9445   , 27.1667   , 2319      , 990.039   , 802.031   , 990.039   , 1005.86   , 0         , 59.6719   , 125.555   , 123.094   , 61.2891   , 595       , 4.08      , 48.2344   , 16.0784   , 35.6115   , 24.75     
    1.600, 1         , 0.85727   , 1         , 0.913331  , 159.07    , 0         , 26.8889   , 28.3889   , 2334.75   , 990.039   , 811.328   , 990.039   , 1008.52   , 0         , 60.375    , 125.508   , 123.234   , 61.1016   , 595       , 4.148     , 48.2813   , 16.0784   , 35.6115   , 24.75     
    1.650, 1         , 0.85727   , 1         , 0.921144  , 159.047   , 0         , 26.9445   , 27.8611   , 2330.25   , 990.039   , 816.289   , 990.039   , 1011.17   , 0         , 60.7734   , 125.602   , 123.211   , 61.0781   , 595       , 4.112     , 48.3203   , 16.0784   , 35.6115   , 24.75     
    1.700, 1         , 0.85727   , 1         , 0.917726  , 159.07    , 0         , 26.7222   , 27.7222   , 2335.5    , 990.039   , 819.492   , 990.039   , 1013.79   , 0         , 61.0313   , 125.602   , 123.164   , 61.1484   , 595       , 4.104     , 48.3906   , 16.0784   , 35.6115   , 24.75     
    1.750, 0.966248  , 0.85727   , 1         , 0.913331  , 159.023   , 0         , 27.25     , 27.1945   , 2347.25   , 990.039   , 819.609   , 990.039   , 1016.45   , 0         , 61.0078   , 125.508   , 123.328   , 60.9609   , 595       , 3.968     , 48.4297   , 16.0784   , 35.6115   , 24.75     
    1.800, 0.954499  , 0.85727   , 1         , 0.918703  , 159       , 0         , 27.2778   , 27.8334   , 2339.75   , 990.039   , 822.93    , 990.039   , 1016.45   , 0         , 61.2656   , 125.625   , 123.328   , 60.9844   , 595       , 3.952     , 48.5234   , 16.0784   , 35.6115   , 24.75     
    1.850, 0.9451    , 0.85727   , 1         , 0.929933  , 159.047   , 0         , 27.1111   , 27.5556   , 2348.5    , 990.039   , 821.914   , 990.039   , 1019.1    , 0         , 61.1953   , 125.672   , 123.281   , 60.9844   , 595       , 3.908     , 48.5859   , 16.0784   , 35.6115   , 24.75     
    1.900, 0.938904  , 0.85727   , 1         , 0.946046  , 159.422   , 0         , 27.3056   , 27.9167   , 2359.75   , 990.039   , 821.875   , 990.039   , 1021.72   , 0         , 61.3359   , 125.93    , 123.445   , 59.4609   , 595       , 3.892     , 48.6719   , 16.0784   , 34.8912   , 24.75     
    1.950, 0.951691  , 0.85727   , 1         , 0.956056  , 159.422   , 0         , 26.9722   , 27.6945   , 2350.25   , 990.039   , 822.031   , 990.039   , 1024.38   , 0         , 61.3359   , 125.742   , 123.422   , 57.9375   , 595       , 3.912     , 48.7344   , 16.0784   , 34.1725   , 24        
    2.000, 0.952393  , 0.85727   , 1         , 0.967287  , 158.93    , 0         , 26.1945   , 27.2778   , 2367      , 990.039   , 819.766   , 990.039   , 1026.99   , 0         , 59.8594   , 126.773   , 123.445   , 51.4688   , 595       , 3.748     , 48.8203   , 15.2941   , 31.4747   , 24.75     
    2.050, 0.950196  , 0.85727   , 1         , 0.971193  , 158.484   , 0         , 22.8056   , 23.3056   , 2367      , 990.039   , 792.461   , 990.039   , 1034.92   , 0         , 56.625    , 124.664   , 123.586   , 45.5156   , 600       , 3.524     , 48.8828   , 13.3333   , 28.7769   , 27        
    2.100, 0.953553  , 0.85727   , 1         , 0.979982  , 158.203   , 0         , 20.5556   , 20.3333   , 2358.5    , 990.039   , 743.906   , 990.039   , 1037.58   , 0         , 51.8438   , 125.227   , 123.445   , 42.2109   , 600       , 3.304     , 48.9922   , 11.7647   , 27.5181   , 29.25     
    2.150, 0.901948  , 0.85727   , 1         , 0.964845  , 158.203   , 0         , 19.1111   , 19.3333   , 2366.75   , 990.039   , 713.086   , 990.039   , 1040.23   , 0         , 49.3594   , 124.617   , 123.492   , 40.4766   , 600       , 3.088     , 49.0547   , 10.5882   , 26.7979   , 30.75     
    2.200, 0.895569  , 0.85727   , 1         , 0.939943  , 158.109   , 0         , 18.9722   , 19.1667   , 2373.75   , 990.039   , 681.016   , 990.039   , 1037.58   , 0         , 46.6875   , 125.789   , 123.609   , 37.8984   , 600       , 2.972     , 49.1484   , 10.1961   , 25.719    , 31.5      
    2.250, 0.885804  , 0.85727   , 1         , 0.923341  , 158.156   , 0         , 17.8889   , 17.5278   , 2366.5    , 990.039   , 651.328   , 990.039   , 1040.23   , 0         , 44.3203   , 125.906   , 123.516   , 35.3203   , 600       , 2.836     , 49.2031   , 9.41177   , 24.2801   , 33        
    2.300, 0.871918  , 0.85727   , 1         , 0.923341  , 158.133   , 0         , 16.1389   , 15.4722   , 2379      , 990.039   , 615.273   , 990.039   , 1040.23   , 0         , 41.3672   , 125.859   , 123.586   , 34.5469   , 600       , 2.688     , 49.2734   , 9.01961   , 23.92     , 33.75     
    2.350, 0.88382   , 0.85727   , 1         , 0.918703  , 158.086   , 0         , 15.3889   , 14.6111   , 2372.75   , 990.039   , 584.141   , 990.039   , 1037.58   , 0         , 38.8359   , 125.906   , 123.633   , 32.3906   , 600       , 2.612     , 49.3281   , 8.2353    , 22.8412   , 35.25     
    2.400, 0.869782  , 0.85727   , 1         , 0.907716  , 158.156   , 0         , 14.8611   , 14.0556   , 2367.75   , 990.039   , 560.781   , 990.039   , 1037.58   , 0         , 36.9844   , 125.977   , 123.539   , 32.4844   , 600       , 2.528     , 49.3828   , 7.84314   , 22.8412   , 36        
    2.450, 0.854401  , 0.85727   , 1         , 0.894533  , 158.109   , 0         , 14.5556   , 13.75     , 2381.75   , 990.039   , 539.102   , 990.039   , 1034.92   , 0         , 35.2031   , 125.93    , 123.609   , 31.6641   , 595       , 2.444     , 49.4297   , 7.84314   , 22.4811   , 36.75     
    2.500, 0.837983  , 0.85727   , 1         , 0.880128  , 158.086   , 0         , 13.9167   , 13.5278   , 2376.75   , 990.039   , 522.109   , 990.039   , 1034.92   , 0         , 33.7969   , 125.93    , 123.656   , 31.6641   , 595       , 2.372     , 49.4844   , 7.84314   , 22.4811   , 37.5      
    2.550, 0.821442  , 0.85727   , 1         , 0.875245  , 158.133   , 0         , 13.9167   , 12.9722   , 2371      , 990.039   , 508.516   , 990.039   , 1032.3    , 0         , 32.7422   , 126.023   , 123.563   , 31.7344   , 595       , 2.328     , 49.4922   , 7.84314   , 22.4811   , 37.5      
    2.600, 0.804047  , 0.85727   , 1         , 0.869874  , 158.086   , 0         , 14.2222   , 13.8333   , 2379.25   , 990.039   , 502.07    , 990.039   , 1029.65   , 0         , 32.2031   , 125.953   , 123.609   , 31.6875   , 595       , 2.292     , 49.5469   , 7.84314   , 22.4811   , 37.5      
    2.650, 0.788361  , 0.85727   , 1         , 0.869874  , 158.086   , 0         , 14.1111   , 13.8056   , 2371      , 990.039   , 498.125   , 990.039   , 1026.99   , 0         , 31.875    , 125.953   , 123.633   , 32.4375   , 595       , 2.272     , 49.5703   , 7.84314   , 22.8412   , 37.5      
    2.700, 0.773102  , 0.85727   , 1         , 0.876222  , 158.156   , 0         , 14.2222   , 13.6667   , 2370.5    , 990.039   , 496.133   , 990.039   , 1026.99   , 0         , 31.7578   , 126.047   , 123.516   , 32.5078   , 595       , 2.256     , 49.5781   , 7.84314   , 22.8412   , 37.5      
    2.750, 0.760651  , 0.85727   , 1         , 0.88672   , 158.109   , 0         , 14.5833   , 13.6389   , 2376.75   , 990.039   , 496.758   , 990.039   , 1024.38   , 0         , 31.7813   , 125.93    , 123.609   , 32.4609   , 595       , 2.248     , 49.5859   , 8.2353    , 22.8412   , 37.5      
    2.800, 0.750001  , 0.85727   , 1         , 0.89673   , 157.664   , 0         , 14.5278   , 14.1111   , 2366      , 990.039   , 498.633   , 990.039   , 1021.72   , 0         , 31.8281   , 125.625   , 123.609   , 32.4844   , 595       , 2.236     , 49.6016   , 8.2353    , 22.8412   , 37.5      
    2.850, 0.750001  , 0.85727   , 1         , 0.912111  , 157.711   , 0         , 14.6111   , 13.9722   , 2369.25   , 990.039   , 500.273   , 990.039   , 1021.72   , 0         , 31.9922   , 126.023   , 123.516   , 32.4844   , 595       , 2.248     , 49.5938   , 8.2353    , 22.8412   , 37.5      
    2.900, 0.750001  , 0.85727   , 1         , 0.927736  , 157.688   , 0         , 14.5833   , 13.75     , 2372.75   , 990.039   , 500.82    , 990.039   , 1019.1    , 0         , 32.0156   , 125.93    , 123.586   , 32.4844   , 595       , 2.252     , 49.6016   , 8.2353    , 22.8412   , 37.5      
    2.950, 0.750001  , 0.85727   , 1         , 0.941164  , 157.711   , 0         , 14.5833   , 14.0833   , 2362.75   , 990.039   , 501.875   , 990.039   , 1019.1    , 0         , 32.1328   , 125.953   , 123.516   , 32.5781   , 595       , 2.256     , 49.5859   , 8.2353    , 22.8412   , 37.5      
    3.000, 0.72461   , 0.85727   , 1         , 0.953615  , 157.734   , 0         , 14.4722   , 14.0556   , 2367.75   , 990.039   , 501.953   , 990.039   , 1016.45   , 0         , 32.1563   , 125.93    , 123.492   , 32.5547   , 595       , 2.224     , 49.5703   , 8.2353    , 22.8412   , 37.5      
    3.050, 0.775391  , 0.85727   , 1         , 0.958498  , 157.688   , 0         , 14.4445   , 14.2778   , 2369.25   , 990.039   , 501.328   , 990.039   , 1016.45   , 0         , 32.0625   , 125.859   , 123.586   , 32.5078   , 595       , 2.292     , 49.5625   , 8.2353    , 22.8412   , 37.5      
    3.100, 0.775391  , 0.85727   , 1         , 0.963625  , 157.734   , 0         , 14.4445   , 14.0556   , 2362      , 990.039   , 501.602   , 990.039   , 1016.45   , 0         , 32.1094   , 125.93    , 123.492   , 32.5781   , 595       , 2.292     , 49.5313   , 8.2353    , 22.8412   , 37.5      
    3.150, 0.775391  , 0.85727   , 1         , 0.971193  , 157.734   , 0         , 14.4722   , 14.0556   , 2369.5    , 990.039   , 500.117   , 990.039   , 1016.45   , 0         , 31.9922   , 125.906   , 123.516   , 32.5547   , 595       , 2.272     , 49.5313   , 8.2353    , 22.8412   , 37.5      
    3.200, 0.775391  , 0.85727   , 1         , 0.969972  , 157.711   , 0         , 14.5      , 14.3056   , 2361.75   , 990.039   , 499.258   , 990.039   , 1013.79   , 0         , 31.9219   , 125.883   , 123.516   , 32.5781   , 595       , 2.284     , 49.5234   , 8.2353    , 22.8412   , 37.5      
    3.250, 0.775391  , 0.85727   , 1         , 0.963625  , 157.758   , 0         , 14.5      , 13.9445   , 2354      , 990.039   , 496.133   , 990.039   , 1013.79   , 0         , 31.7109   , 125.906   , 123.445   , 33.375    , 595       , 2.268     , 49.5      , 8.2353    , 23.2013   , 37.5      
    3.300, 0.775391  , 0.85727   , 1         , 0.961183  , 157.781   , 0         , 14.8611   , 14.4722   , 2363.5    , 990.039   , 498.047   , 990.039   , 1011.17   , 0         , 31.8516   , 125.859   , 123.492   , 33.3047   , 595       , 2.288     , 49.4844   , 8.62745   , 23.2013   , 37.5      
    3.350, 0.72461   , 0.85727   , 1         , 0.958498  , 157.734   , 0         , 14.9445   , 14.9445   , 2363      , 990.039   , 501.602   , 990.039   , 1011.17   , 0         , 32.1094   , 125.836   , 123.516   , 33.2813   , 595       , 2.236     , 49.4766   , 8.62745   , 23.2013   , 37.5      
    3.400, 0.72461   , 0.85727   , 1         , 0.959962  , 157.758   , 0         , 14.9445   , 14.6667   , 2357.5    , 990.039   , 502.734   , 990.039   , 1011.17   , 0         , 32.2266   , 125.836   , 123.445   , 33.3281   , 595       , 2.232     , 49.4609   , 8.62745   , 23.2013   , 37.5      
    3.450, 0.72461   , 0.85727   , 1         , 0.966066  , 157.734   , 0         , 15.0278   , 15.0833   , 2362.25   , 990.039   , 507.109   , 990.039   , 1011.17   , 0         , 32.5547   , 125.813   , 123.492   , 33.2813   , 595       , 2.244     , 49.4531   , 8.62745   , 23.2013   , 37.5      
    3.500, 0.72461   , 0.85727   , 1         , 0.976076  , 157.758   , 0         , 14.9445   , 14.8611   , 2354.25   , 990.039   , 508.906   , 990.039   , 1011.17   , 0         , 32.7188   , 125.836   , 123.445   , 33.3281   , 595       , 2.252     , 49.4453   , 8.62745   , 23.2013   , 37.5      
    3.550, 0.72461   , 0.85727   , 1         , 0.992677  , 157.805   , 0         , 14.8611   , 14.5556   , 2357      , 990.039   , 507.109   , 990.039   , 1011.17   , 0         , 32.6016   , 125.836   , 123.398   , 33.3516   , 595       , 2.24      , 49.4297   , 8.62745   , 23.2013   , 37.5      
    3.600, 0.72461   , 0.85727   , 1         , 1.00366   , 157.758   , 0         , 14.8333   , 14.3611   , 2353.25   , 990.039   , 505.234   , 990.039   , 1011.17   , 0         , 32.4375   , 125.766   , 123.445   , 33.3516   , 595       , 2.228     , 49.4063   , 8.62745   , 23.2013   , 37.5      
    3.650, 0.775391  , 0.85727   , 1         , 1.00488   , 157.805   , 0         , 14.8333   , 14.1111   , 2348.5    , 990.039   , 505.117   , 990.039   , 1008.52   , 0         , 32.4375   , 125.766   , 123.398   , 34.125    , 595       , 2.292     , 49.375    , 8.62745   , 23.5614   , 37.5      
    3.700, 0.775391  , 0.85727   , 1         , 1.00733   , 157.336   , 0         , 14.8056   , 14.7222   , 2357      , 990.039   , 505.156   , 990.039   , 1008.52   , 0         , 32.3672   , 125.391   , 123.398   , 35.4844   , 595       , 2.304     , 49.3516   , 8.62745   , 24.2801   , 37.5      
    3.750, 0.775391  , 0.85727   , 1         , 1.01001   , 157.336   , 0         , 15.4722   , 14.8889   , 2353.5    , 990.039   , 505.625   , 990.039   , 1005.86   , 0         , 32.3906   , 125.719   , 123.445   , 39.1172   , 595       , 2.332     , 49.3438   , 8.62745   , 26.0792   , 37.5      
    3.800, 0.775391  , 0.85727   , 1         , 1.00733   , 157.359   , 0         , 17.5278   , 16.9722   , 2347.75   , 990.039   , 526.055   , 990.039   , 1003.24   , 0         , 34.0547   , 125.766   , 123.375   , 44.0391   , 595       , 2.46      , 49.3281   , 10.1961   , 28.2368   , 37.5      
    3.850, 0.775391  , 0.85727   , 1         , 0.998537  , 157.336   , 0         , 20.3611   , 20.0556   , 2359.75   , 990.039   , 562.852   , 990.039   , 1000.59   , 0         , 36.9844   , 125.742   , 123.422   , 47.5781   , 595       , 2.704     , 49.3125   , 11.3726   , 29.8558   , 36.75     
    3.900, 0.778107  , 0.85727   , 1         , 1.00366   , 157.313   , 0         , 21.8611   , 21.4167   , 2357.5    , 990.039   , 598.125   , 990.039   , 1000.59   , 0         , 39.8203   , 125.695   , 123.469   , 51.3047   , 595       , 2.832     , 49.2969   , 12.549    , 31.4747   , 35.25     
    3.950, 0.731293  , 0.85727   , 1         , 1.0166    , 157.359   , 0         , 23.1667   , 22.9445   , 2350.25   , 990.039   , 646.211   , 990.039   , 997.969   , 0         , 43.7344   , 125.766   , 123.375   , 52.9922   , 595       , 2.888     , 49.2734   , 12.9412   , 32.1934   , 33        
    4.000, 0.762848  , 0.85727   , 1         , 1.03589   , 157.336   , 0         , 22.8611   , 22.7222   , 2358.75   , 990.039   , 675.664   , 990.039   , 1000.59   , 0         , 46.0781   , 125.719   , 123.445   , 53.7656   , 595       , 2.912     , 49.2266   , 12.9412   , 32.5536   , 32.25     
    4.050, 0.776581  , 0.85727   , 1         , 1.05225   , 157.336   , 0         , 23.75     , 23.3611   , 2352      , 990.039   , 699.961   , 990.039   , 997.969   , 0         , 48.0234   , 125.719   , 123.445   , 54.6563   , 595       , 3.072     , 49.2188   , 13.7255   , 32.9137   , 31.5      
    4.100, 0.79065   , 0.85727   , 1         , 1.07593   , 157.781   , 0         , 23.6667   , 23.3611   , 2358.5    , 990.039   , 718.906   , 990.039   , 1000.59   , 0         , 49.7109   , 126.094   , 123.398   , 56.2969   , 595       , 3.14      , 49.1953   , 13.7255   , 33.6324   , 30.75     
    4.150, 0.805634  , 0.85727   , 1         , 1.09009   , 157.734   , 0         , 24.2222   , 24        , 2366      , 990.039   , 732.539   , 990.039   , 1000.59   , 0         , 50.7656   , 125.719   , 123.516   , 57.1875   , 595       , 3.252     , 49.1953   , 14.1177   , 33.9925   , 30        
